schema_name,table_name,column_name,data_type,column_comment,include_in_training,exclude_reason
public,wh_meteorological_day_records,m13_value,double precision,m13_value,yes,
public,wh_meteorological_day_records,m13_count,bigint,记录数13,yes,
public,wh_meteorological_day_records,m14_value,double precision,m14_value,yes,
public,wh_meteorological_day_records,m14_count,bigint,记录数14,yes,
public,wh_meteorological_day_records,m15_value,double precision,m15_value,yes,
public,wh_meteorological_day_records,m15_count,bigint,记录数15,yes,
public,wh_meteorological_day_records,rain_fall,double precision,8-20时降水量（mm）,yes,
public,wh_meteorological_day_records,high_temp,double precision,日最高气温（℃）,yes,
public,wh_meteorological_day_records,low_temp,double precision,日最低气温（℃）,yes,
public,wh_meteorological_day_records,record_type,character(1),记录类型：0 自动、1 手工,yes,
public,wh_meteorological_day_records,monitor_time,timestamp without time zone,监测时间,yes,
public,wh_meteorological_day_records,create_by,bigint,创建人,yes,
public,wh_meteorological_day_records,create_time,timestamp without time zone,创建时间,yes,
public,wh_meteorological_day_records,update_by,bigint,更新人,yes,
public,wh_meteorological_day_records,update_time,timestamp without time zone,更新时间,yes,
public,wh_meteorological_day_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wh_meteorological_hour_records,id,bigint,id,yes,
public,wh_meteorological_hour_records,station_id,bigint,所属站点id,yes,
public,wh_meteorological_hour_records,m1_value,double precision,风速（m/s）,yes,
public,wh_meteorological_hour_records,m2_value,double precision,风向,yes,
public,wh_meteorological_hour_records,m3_value,double precision,气压（hPa）,yes,
public,wh_meteorological_hour_records,m4_value,double precision,气温（℃）,yes,
public,wh_meteorological_hour_records,m5_value,double precision,相对湿度（%）,yes,
public,wh_meteorological_hour_records,m6_value,double precision,分钟降雨量（mm）,yes,
public,wh_meteorological_hour_records,m7_value,double precision,蒸发量（单位mm/m2）,yes,
public,wh_meteorological_hour_records,m8_value,double precision,小时降雨量（mm）,yes,
public,wh_meteorological_hour_records,m9_value,double precision,24小时降雨量（mm）,yes,
public,wh_meteorological_hour_records,m10_value,double precision,累计降雨量（mm）,yes,
public,wh_meteorological_hour_records,m11_value,double precision,m11_value,yes,
public,wh_meteorological_hour_records,m12_value,double precision,m12_value,yes,
public,wh_meteorological_hour_records,m13_value,double precision,m13_value,yes,
public,wh_meteorological_hour_records,m14_value,double precision,m14_value,yes,
public,wh_meteorological_hour_records,m15_value,double precision,m15_value,yes,
public,wh_meteorological_hour_records,record_type,character(1),记录类型：0 自动、1 手工,yes,
public,wh_meteorological_hour_records,monitor_time,timestamp without time zone,监测时间,yes,
public,wh_meteorological_hour_records,create_by,bigint,创建人,yes,
public,wh_meteorological_hour_records,create_time,timestamp without time zone,创建时间,yes,
public,wh_meteorological_hour_records,update_by,bigint,更新人,yes,
public,wh_meteorological_hour_records,update_time,timestamp without time zone,更新时间,yes,
public,wh_meteorological_hour_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wh_meteorological_predict_day_records,id,text,id,yes,
public,wh_meteorological_predict_day_records,station_id,bigint,所属站点id,yes,
public,wh_meteorological_predict_day_records,winddirect_10m_24h,double precision,10米风向（24小时平均）,yes,
public,wh_meteorological_predict_day_records,winddirect8_10m_24h,character varying(16),10米8方位风向（24小时）,yes,
public,wh_meteorological_predict_day_records,winddirect16_10m_24h,character varying(16),10米16方位风向（24小时）,yes,
public,wh_meteorological_predict_day_records,hum_2m_24h,double precision,2米湿度（24小时平均）,yes,
public,wh_meteorological_predict_day_records,hum_2m_24h_min,double precision,2米湿度最小值（24小时）,yes,
public,wh_meteorological_predict_day_records,hum_2m_24h_max,double precision,2米湿度最大值（24小时）,yes,
public,wh_meteorological_predict_day_records,stapress_24h,double precision,地面气压（24小时平均）,yes,
public,wh_meteorological_predict_day_records,pressure_24h,double precision,海平面气压（24小时平均）,yes,
public,wh_meteorological_predict_day_records,p850inver_24h,double precision,850hPa逆温层高度（24小时）,yes,
public,wh_meteorological_predict_day_records,p925inver_24h,double precision,925hPa逆温层高度（24小时）,yes,
public,wh_meteorological_predict_day_records,swdown_24h,double precision,短波辐射通量（24小时平均）,yes,
public,wh_meteorological_predict_day_records,glw_24h,double precision,长波辐射通量（24小时平均）,yes,
public,wh_meteorological_predict_day_records,height_24h,double precision,边界层高度（24小时）,yes,
public,wh_meteorological_predict_day_records,rain_24h_total,double precision,24小时总降雨量,yes,
public,wh_meteorological_predict_day_records,dewpoint_24h,double precision,露点温度（24小时）,yes,
public,wh_meteorological_predict_day_records,lowcloud_24h,double precision,低云量（24小时）,yes,
public,wh_meteorological_predict_day_records,midcloud_24h,double precision,中云量（24小时）,yes,
public,wh_meteorological_predict_day_records,highcloud_24h,double precision,高云量（24小时）,yes,
public,wh_meteorological_predict_day_records,totalcloud_24h,double precision,总云量（24小时）,yes,
public,wh_meteorological_predict_day_records,tem_2m_24h,double precision,2米温度（24小时平均）,yes,
public,wh_meteorological_predict_day_records,tem_2m_24h_min,double precision,2米温度最小值（24小时）,yes,
public,wh_meteorological_predict_day_records,tem_2m_24h_max,double precision,2米温度最大值（24小时）,yes,
public,wh_meteorological_predict_day_records,visib_24h,double precision,能见度（24小时）,yes,
public,wh_meteorological_predict_day_records,pbl_24h,double precision,行星边界层高度（24小时平均）,yes,
public,wh_meteorological_predict_day_records,pbl_24h_min,double precision,行星边界层高度最小值（24小时）,yes,
public,wh_meteorological_predict_day_records,pbl_24h_max,double precision,行星边界层高度最大值（24小时）,yes,
public,wh_meteorological_predict_day_records,windspeed_10m_24h,double precision,10米风速（24小时平均）,yes,
public,wh_meteorological_predict_day_records,windspeed_10m_24h_min,double precision,10米风速最小值（24小时）,yes,
public,wh_meteorological_predict_day_records,windspeed_10m_24h_max,double precision,10米风速最大值（24小时）,yes,
public,wh_meteorological_predict_day_records,predictiontime,timestamp without time zone,预测时间,yes,
public,wh_meteorological_predict_day_records,time,bigint,"预报时次,如08时、20时",yes,
public,wh_meteorological_predict_day_records,predictioninterval,bigint,预测间隔（小时）,yes,
public,wh_meteorological_predict_day_records,datadate,timestamp without time zone,数据日期,yes,
public,wh_meteorological_predict_day_records,create_by,bigint,创建人,yes,
public,wh_meteorological_predict_day_records,create_time,timestamp without time zone,创建时间,yes,
public,wh_meteorological_predict_day_records,update_by,bigint,更新人,yes,
public,wh_meteorological_predict_day_records,update_time,timestamp without time zone,更新时间,yes,
public,wh_meteorological_predict_day_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wh_meteorological_predict_hour_records,id,text,id,yes,
public,wh_meteorological_predict_hour_records,station_id,bigint,所属站点id,yes,
public,wh_meteorological_predict_hour_records,winddirect_10m_1h,double precision,10米风向（小时）,yes,
public,wh_meteorological_predict_hour_records,winddirect8_10m_1h,character varying(16),10米8方位风向（小时）,yes,
public,wh_meteorological_predict_hour_records,winddirect16_10m_1h,character varying(16),10米16方位风向（小时）,yes,
public,wh_meteorological_predict_hour_records,windspeed_10m_1h,double precision,10米风速（小时）,yes,
public,wh_meteorological_predict_hour_records,tem_2m_1h,double precision,2米温度（小时）,yes,
public,wh_meteorological_predict_hour_records,hum_2m_1h,double precision,2米湿度（小时）,yes,
public,wh_meteorological_predict_hour_records,dewpoint_1h,double precision,露点温度（小时）,yes,
public,wh_meteorological_predict_hour_records,dtem_2m_1h,double precision,2米温度1小时变化,yes,
public,wh_meteorological_predict_hour_records,dtem_2m_3h,double precision,2米温度3小时变化,yes,
public,wh_meteorological_predict_hour_records,dtem_2m_6h,double precision,2米温度6小时变化,yes,
public,wh_meteorological_predict_hour_records,dtem_2m_12h,double precision,2米温度12小时变化,yes,
public,wh_meteorological_predict_hour_records,dtem_2m_24h,double precision,2米温度24小时变化,yes,
public,wh_meteorological_predict_hour_records,rain_1h,double precision,小时降雨量,yes,
public,wh_meteorological_predict_hour_records,rain_3h,double precision,3小时累计降雨量,yes,
public,wh_meteorological_predict_hour_records,rain_6h,double precision,6小时累计降雨量,yes,
public,wh_meteorological_predict_hour_records,rain_12h,double precision,12小时累计降雨量,yes,
public,wh_meteorological_predict_hour_records,rain_24h,double precision,24小时累计降雨量,yes,
public,wh_meteorological_predict_hour_records,lowcloud_1h,double precision,低云量（小时）,yes,
public,wh_meteorological_predict_hour_records,midcloud_1h,double precision,中云量（小时）,yes,
public,wh_meteorological_predict_hour_records,highcloud_1h,double precision,高云量（小时）,yes,
public,wh_meteorological_predict_hour_records,totalcloud_1h,double precision,总云量（小时）,yes,
public,wh_meteorological_predict_hour_records,pbl_1h,double precision,行星边界层高度（小时）,yes,
public,wh_meteorological_predict_hour_records,height_1h,double precision,边界层高度（小时）,yes,
public,wh_meteorological_predict_hour_records,pressure_1h,double precision,海平面气压（小时）,yes,
public,wh_meteorological_predict_hour_records,stapress_1h,double precision,地面气压（小时）,yes,
public,wh_meteorological_predict_hour_records,glw_1h,double precision,长波辐射通量（小时）,yes,
public,wh_meteorological_predict_hour_records,swdown_1h,double precision,短波辐射通量（小时）,yes,
public,wh_meteorological_predict_hour_records,p850inver_1h,double precision,850hPa逆温层高度（小时）,yes,
public,wh_meteorological_predict_hour_records,p925inver_1h,double precision,925hPa逆温层高度（小时）,yes,
public,wh_meteorological_predict_hour_records,visib_1h,double precision,能见度（小时）,yes,
public,wh_meteorological_predict_hour_records,predictiontime,timestamp without time zone,预测时间,yes,
public,wh_meteorological_predict_hour_records,time,bigint,"预报时次,如08时、20时",yes,
public,wh_meteorological_predict_hour_records,predictioninterval,bigint,预测间隔（小时）,yes,
public,wh_meteorological_predict_hour_records,datadate,timestamp without time zone,数据日期,yes,
public,wh_meteorological_predict_hour_records,create_by,bigint,创建人,yes,
public,wh_meteorological_predict_hour_records,create_time,timestamp without time zone,创建时间,yes,
public,wh_meteorological_predict_hour_records,update_by,bigint,更新人,yes,
public,wh_meteorological_predict_hour_records,update_time,timestamp without time zone,更新时间,yes,
public,wh_meteorological_predict_hour_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wh_meteorological_records_1,id,bigint,数据id,yes,
public,wh_meteorological_records_1,station_id,bigint,所属站点id,yes,
public,wh_meteorological_records_1,indicator_code,character varying(100),监测指标编号,yes,
public,wh_meteorological_records_1,monitor_value,double precision,监测值,yes,
public,wh_meteorological_records_1,monitor_time,timestamp without time zone,监测时间,yes,
public,wh_meteorological_records_1,record_type,character(1),记录类型：0 自动、1 手工,yes,
public,wh_meteorological_records_1,create_by,bigint,创建人,yes,
public,wh_meteorological_records_1,create_time,timestamp without time zone,创建时间,yes,
public,wh_meteorological_records_1,update_by,bigint,更新人,yes,
public,wh_meteorological_records_1,update_time,timestamp without time zone,更新时间,yes,
public,wh_meteorological_records_1,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_camera_info,id,bigint,主键,yes,
public,wm_camera_info,camera_name,character varying(100),摄像头名称,yes,
public,wm_camera_info,device_type,character varying(100),设备类型,yes,
public,wm_camera_info,device_code,character varying(100),设备编号,yes,
public,wm_camera_info,device_supplier,character varying(255),设备厂商,yes,
public,wm_camera_info,device_origin,character varying(100),设备来源,yes,
public,wm_camera_info,address,character varying(255),摄像头地址,yes,
public,wm_camera_info,lon,"numeric(10,6)",经度,yes,
public,wm_camera_info,lat,"numeric(10,6)",纬度,yes,
public,wm_camera_info,monitor_subject,character varying(255),监控对象,yes,
public,wm_camera_info,remark,character varying(255),备注,yes,
public,wm_camera_info,create_by,bigint,创建人,yes,
public,wm_camera_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_camera_info,update_by,bigint,更新人,yes,
public,wm_camera_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_camera_info,del_flag,character varying(1),删除标记：0 未删除、1 已删除,yes,
public,wm_camera_platform,id,bigint,主键ID,yes,
public,wm_camera_platform,device_code,character varying(20),设备编码(国标20位),yes,
public,wm_camera_platform,name,character varying(100),设备名称,yes,
public,wm_camera_platform,manufacturer,character varying(100),厂商,yes,
public,wm_camera_platform,model,character varying(100),型号,yes,
public,wm_camera_platform,transport,character varying(50),传输方式: TCP/UDP,yes,
public,wm_camera_platform,stream_mode,character varying(50),流模式: TCP被动模式/UDP,yes,
public,wm_camera_platform,ip_address,character varying(100),设备IP地址,yes,
public,wm_camera_platform,port,integer,设备端口,yes,
public,wm_camera_platform,online,smallint,"是否在线: 0-离线, 1-在线",yes,
public,wm_camera_platform,heart_beat_interval,integer,心跳检测间隔(秒),yes,
public,wm_camera_platform,heart_beat_count,integer,健康检查次数,yes,
public,wm_camera_platform,charset,character varying(50),字符集,yes,
public,wm_camera_platform,lon,double precision,经度,yes,
public,wm_camera_platform,lat,double precision,纬度,yes,
public,wm_camera_platform,remark,character varying(500),备注,yes,
public,wm_camera_platform,create_by,bigint,创建人,yes,
public,wm_camera_platform,create_time,timestamp without time zone,创建时间,yes,
public,wm_camera_platform,update_by,bigint,更新人,yes,
public,wm_camera_platform,update_time,timestamp without time zone,更新时间,yes,
public,wm_camera_platform,del_flag,character varying(1),"删除标记: 0-未删除, 1-已删除",yes,
public,wm_directory,id,bigint,主键ID,yes,
public,wm_directory,name,character varying(255),目录名称,yes,
public,wm_directory,parent_id,bigint,父目录ID，根目录为null,yes,
public,wm_directory,path,character varying(1024),完整路径,yes,
public,wm_directory,description,character varying(512),目录描述,yes,
public,wm_directory,sort,integer,排序值,yes,
public,wm_directory,type,character varying(32),目录类型（如：panorama/other）,yes,
public,wm_directory,create_time,timestamp without time zone,创建时间,yes,
public,wm_directory,update_time,timestamp without time zone,更新时间,yes,
public,wm_directory,is_deleted,boolean,是否删除,yes,
public,wm_hydrological_info,id,bigint,监测站点的唯一id,yes,
public,wm_hydrological_info,station_code,character varying(255),水位站编码,yes,
public,wm_hydrological_info,station_name,character varying(255),监测站点名称,yes,
public,wm_hydrological_info,short_name,character varying(255),简称,yes,
public,wm_hydrological_info,region_code,character varying(16),行政区划代码,yes,
public,wm_hydrological_info,iot_connect_type,character varying(8),通信协议类型：0 tcp、1 http、2 mqtt,yes,
public,wm_hydrological_info,belong_to_city,character varying(60),归属地市,yes,
public,wm_hydrological_info,water_body_id,bigint,所属水体id,yes,
public,wm_hydrological_info,station_type,character varying(10),站类型(岸基站1|浮船站2),yes,
public,wm_hydrological_info,build_state,character varying(30),"建站状态(待建0,已建1)",yes,
public,wm_hydrological_info,water_type,character varying(20),水体类型：0 河流、1 湖泊,yes,
public,wm_hydrological_info,section_id,bigint,断面id,yes,
public,wm_hydrological_info,river_in,bigint,一维模型来流入汇口,yes,
public,wm_hydrological_info,pollutant_id,bigint,污染源id,yes,
public,wm_hydrological_info,in_outlet,character(1),污染源类型为污水处理厂时：0 进水口、1 出水口,yes,
public,wm_hydrological_info,river_out,bigint,一维模型出水口,yes,
public,wm_hydrological_info,efdc_in,character varying(255),efdc模型来流入汇口,yes,
public,wm_hydrological_info,efdc_out,character varying(255),efdc模型出水口,yes,
public,wm_hydrological_info,efdc_i,bigint,站点所在二维网格I值,yes,
public,wm_hydrological_info,efdc_j,bigint,站点所在二维网格J值,yes,
public,wm_hydrological_info,head_water,bigint,headwater序号,yes,
public,wm_hydrological_info,lake_in,character(1),是否为入湖港道：0 否、1 是,yes,
public,wm_hydrological_info,hydrological_table_name,character varying(255),水位监测记录表名,yes,
public,wm_hydrological_info,hydrological_indicator_codes,character varying(255),水位监测指标编号集合，逗号连接,yes,
public,wm_hydrological_info,geom,"geometry(Point,4326)",空间几何数据,yes,
public,wm_hydrological_info,frequency,character varying(255),测量频率,yes,
public,wm_hydrological_info,equipments,character varying(255),自动站的设备清单,yes,
public,wm_hydrological_info,build_time,date,建设时间,yes,
public,wm_hydrological_info,responsible_person,character varying(255),站点责任人,yes,
public,wm_hydrological_info,contact_number,character varying(20),责任人联系电话,yes,
public,wm_hydrological_info,last_maintenance_time,date,最近维护时间,yes,
public,wm_hydrological_info,img_url,character varying(255),照片地址,yes,
public,wm_hydrological_info,img_name,character varying(100),照片名称,yes,
public,wm_hydrological_info,img_format,character varying(16),照片格式：img、png等,yes,
public,wm_hydrological_info,remark,character varying(255),备注信息,yes,
public,wm_hydrological_info,create_by,bigint,创建人,yes,
public,wm_hydrological_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_hydrological_info,update_by,bigint,更新人,yes,
public,wm_hydrological_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_hydrological_info,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_image_info,id,bigint,主键ID,yes,
public,wm_image_info,pid,bigint,照片关联的id,yes,
public,wm_image_info,image_url,character varying(255),图片地址,yes,
public,wm_image_info,image_formats,character varying(15),图片格式,yes,
public,wm_image_info,image_type,smallint,图片类型：0-未知、1-断面、2-自动站......,yes,
public,wm_image_info,create_by,bigint,创建人,yes,
public,wm_image_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_image_info,update_by,bigint,更新人,yes,
public,wm_image_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_image_info,del_flag,character(1),删除标记: 0-未删除、1-已删除,yes,
public,wm_image_info,image_name,character varying(255),文件名称：原始文件名,yes,
public,wm_image_info,image_tag,character varying(100),图片标签,yes,
public,wm_meteorological_info,id,bigint,监测站点的唯一id,yes,
public,wm_meteorological_info,station_code,character varying(255),气象编码,yes,
public,wm_meteorological_info,station_name,character varying(255),监测站点名称,yes,
public,wm_meteorological_info,short_name,character varying(255),简称,yes,
public,wm_meteorological_info,region_code,character varying(16),行政区划代码,yes,
public,wm_meteorological_info,iot_connect_type,character varying(8),通信协议类型：0 tcp、1 http、2 mqtt,yes,
public,wm_meteorological_info,belong_to_city,character varying(60),归属地市,yes,
public,wm_meteorological_info,station_type,character varying(10),站类型(岸基站1|浮船站2),yes,
public,wm_meteorological_info,build_state,character varying(30),"建站状态(待建0,已建1)",yes,
public,wm_meteorological_info,water_type,character varying(20),水体类型：0 河流、1 湖泊,yes,
public,wm_meteorological_info,water_body_id,bigint,所属水体id,yes,
public,wm_meteorological_info,section_id,bigint,断面id,yes,
public,wm_meteorological_info,river_in,bigint,一维模型来流入汇口,yes,
public,wm_meteorological_info,pollutant_id,bigint,污染源id,yes,
public,wm_meteorological_info,in_outlet,character(1),污染源类型为污水处理厂时：0 进水口、1 出水口,yes,
public,wm_meteorological_info,river_out,bigint,一维模型出水口,yes,
public,wm_meteorological_info,efdc_in,character varying(255),efdc模型来流入汇口,yes,
public,wm_meteorological_info,efdc_out,character varying(255),efdc模型出水口,yes,
public,wm_meteorological_info,efdc_i,bigint,站点所在二维网格I值,yes,
public,wm_meteorological_info,efdc_j,bigint,站点所在二维网格J值,yes,
public,wm_meteorological_info,head_water,bigint,headwater序号,yes,
public,wm_meteorological_info,lake_in,character(1),是否为入湖港道：0 否、1 是,yes,
public,wm_meteorological_info,meteorological_table_name,character varying(255),气象监测记录表名,yes,
public,wm_meteorological_info,meteorological_indicator_codes,character varying(255),气象监测指标编号集合，逗号连接,yes,
public,wm_meteorological_info,geom,"geometry(Point,4326)",空间几何数据,yes,
public,wm_meteorological_info,frequency,character varying(255),测量频率,yes,
public,wm_meteorological_info,equipments,character varying(255),自动站的设备清单,yes,
public,wm_meteorological_info,build_time,date,建设时间,yes,
public,wm_meteorological_info,responsible_person,character varying(255),站点责任人,yes,
public,wm_meteorological_info,contact_number,character varying(20),责任人联系电话,yes,
public,wm_meteorological_info,last_maintenance_time,date,最近维护时间,yes,
public,wm_meteorological_info,img_url,character varying(255),照片地址,yes,
public,wm_meteorological_info,img_name,character varying(100),照片名称,yes,
public,wm_meteorological_info,img_format,character varying(16),照片格式：img、png等,yes,
public,wm_meteorological_info,remark,character varying(255),备注信息,yes,
public,wm_meteorological_info,create_by,bigint,创建人,yes,
public,wm_meteorological_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_meteorological_info,update_by,bigint,更新人,yes,
public,wm_meteorological_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_meteorological_info,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_panorama_layer,id,bigint,自增主键,yes,
public,wm_panorama_layer,point_name,character varying(255),点位名称,yes,
public,wm_panorama_layer,topic,character varying(255),所属专题,yes,
public,wm_panorama_layer,directory_id,bigint,目录ID,yes,
public,wm_panorama_layer,longitude,"numeric(20,10)",经度,yes,
public,wm_panorama_layer,latitude,"numeric(20,10)",纬度,yes,
public,wm_panorama_layer,icon,character varying(500),图标地址,yes,
public,wm_panorama_layer,coverage_radius,"numeric(10,2)",覆盖半径(km),yes,
public,wm_panorama_layer,create_time,timestamp without time zone,创建时间,yes,
public,wm_panorama_layer,update_time,timestamp without time zone,更新时间,yes,
public,wm_panorama_layer,is_deleted,boolean,是否删除（true:已删除，false:未删除）,yes,
public,wm_panorama_layer_relation,id,bigint,自增主键,yes,
public,wm_panorama_layer_relation,panorama_id,bigint,全景ID,yes,
public,wm_panorama_layer_relation,layer_id,character varying(255),图层ID,yes,
public,wm_panorama_layer_relation,feature_id,character varying(255),要素ID,yes,
public,wm_panorama_layer_relation,create_time,timestamp without time zone,创建时间,yes,
public,wm_panorama_layer_relation,update_time,timestamp without time zone,更新时间,yes,
public,wm_panorama_layer_relation,is_deleted,boolean,是否删除（true:已删除，false:未删除）,yes,
public,wm_panorama_video,id,integer,自增主键,yes,
public,wm_panorama_video,layer_id,integer,所属全景图层ID,yes,
public,wm_panorama_video,name,character varying(255),视频名称,yes,
public,wm_panorama_video,shoot_time,timestamp without time zone,拍摄时间,yes,
public,wm_panorama_video,description,text,描述,yes,
public,wm_panorama_video,url,character varying(500),访问地址,yes,
public,wm_panorama_video,create_time,timestamp without time zone,创建时间,yes,
public,wm_panorama_video,update_time,timestamp without time zone,更新时间,yes,
public,wm_panorama_video,is_deleted,boolean,是否删除（true:已删除，false:未删除）,yes,
public,wm_raster_info,id,bigint,主键ID,yes,
public,wm_raster_info,scene_id,character varying(200),遥感监测影像信息实体类,yes,
public,wm_raster_info,satellite_info,character varying(100),拍摄卫星,yes,
public,wm_raster_info,sensor_info,character varying(100),传感器信息,yes,
public,wm_raster_info,orbit_name,character varying(50),轨道名称,yes,
public,wm_raster_info,processing_version,character varying(100),数据级别,yes,
public,wm_raster_info,content_type,character varying(50),文件内容类型,yes,
public,wm_raster_info,data_location,character varying(100),数据位置,yes,
public,wm_raster_info,image_datetime,timestamp without time zone,影像获取时间（年_月_日_时_分）,yes,
public,wm_raster_info,image_path,character varying(500),缩略图路径,yes,
public,wm_raster_info,inversion_flag,character varying(1),是否反演,yes,
public,wm_raster_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_raster_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_raster_info,del_flag,character(1),删除标志：0-正常，1-已删除,yes,
public,wm_raster_inversion,id,bigint,主键ID,yes,
public,wm_raster_inversion,record_id,bigint,遥感反演结果记录ID,yes,
public,wm_raster_inversion,indicator_code,bigint,遥感监测分析项编码,yes,
public,wm_raster_inversion,indicator_name,character varying(60),指标项名称,yes,
public,wm_raster_inversion,inversion_type,character varying(20),反演类型：water_environment-水环境，algalbloom-水生态，landuse-土地利用,yes,
public,wm_raster_inversion,file_path,character varying(500),反演文件路径,yes,
public,wm_raster_inversion,l1_area,double precision,I类/浮叶挺水植被/背景面积,yes,
public,wm_raster_inversion,l2_area,double precision,II类/沉水植被/耕地面积,yes,
public,wm_raster_inversion,l3_area,double precision,III类/水华/园地面积,yes,
public,wm_raster_inversion,l4_area,double precision,IV类/水体/林地面积,yes,
public,wm_raster_inversion,l5_area,double precision,V类/水体面积,yes,
public,wm_raster_inversion,l6_area,double precision,劣V类/建设用地面积,yes,
public,wm_raster_inversion,unit,character varying(50),面积单位,yes,
public,wm_raster_inversion,service_url,text,服务地址,yes,
public,wm_raster_inversion,data_time,timestamp without time zone,数据日期,yes,
public,wm_raster_inversion,create_time,timestamp without time zone,创建时间,yes,
public,wm_raster_inversion,update_time,timestamp without time zone,更新时间,yes,
public,wm_raster_inversion,del_flag,character(1),删除标志,yes,
public,wm_raster_inversion_config,id,bigint,主键ID,yes,
public,wm_raster_inversion_config,type_code,bigint,反演类型编码,yes,
public,wm_raster_inversion_config,name,character varying(100),名称,yes,
public,wm_raster_inversion_config,create_time,timestamp without time zone,创建时间,yes,
public,wm_raster_inversion_config,update_time,timestamp without time zone,修改时间,yes,
public,wm_raster_inversion_config,del_flag,character(1),删除标志：0-正常，1-已删除,yes,
public,wm_section_info,id,bigint,断面id,yes,
public,wm_section_info,water_body_id,bigint,水体id,yes,
public,wm_section_info,control_unit_id,bigint,控制单元id,yes,
public,wm_section_info,region_id,bigint,所属区域id,yes,
public,wm_section_info,section_code,character varying(32),断面编码,yes,
public,wm_section_info,section_name,character varying(255),断面名称,yes,
public,wm_section_info,trans_regional,character varying(32),跨界类型,yes,
public,wm_section_info,geom,"geometry(Point,4326)",几何信息,yes,
public,wm_section_info,section_nature,character varying(4),断面属性,yes,
public,wm_section_info,section_level,character varying(4),断面级别：0-国控、1-省控、2-市控,yes,
public,wm_section_info,manage_type,character varying(64),管理类型,yes,
public,wm_section_info,manage_level,character varying(32),管理级别,yes,
public,wm_section_info,is_examine,character(1),考核断面：0 否、1 是,yes,
public,wm_section_info,examine_level,character varying(32),考核级别,yes,
public,wm_section_info,examine_city,character varying(32),考核城市,yes,
public,wm_section_info,tributary_trunk,character(1),支流/干流：0 干流、1 支流,yes,
public,wm_section_info,upstream_section_id,bigint,上游断面id,yes,
public,wm_section_info,grid_code,character varying(32),网格号,yes,
public,wm_section_info,grid_i,character varying(32),网格I值,yes,
public,wm_section_info,grid_j,character varying(32),网格J值,yes,
public,wm_section_info,remark,character varying(255),备注,yes,
public,wm_section_info,create_by,bigint,创建人,yes,
public,wm_section_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_section_info,update_by,bigint,更新人,yes,
public,wm_section_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_section_info,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_section_wq_info,id,bigint,id,yes,
public,wm_section_wq_info,section_id,bigint,断面id,yes,
public,wm_section_wq_info,year,bigint,年份,yes,
public,wm_section_wq_info,month,bigint,"月份：0,1,2,3,4,5,6,7,8,9,10,11,12（0表示全年）",yes,
public,wm_section_wq_info,water_quality_target_level,character varying(4),目标水质,yes,
public,wm_section_wq_info,create_by,bigint,创建人,yes,
public,wm_section_wq_info,create_time,timestamp without time zone,创建时间,yes,
public,wm_section_wq_info,update_by,bigint,更新人,yes,
public,wm_section_wq_info,update_time,timestamp without time zone,更新时间,yes,
public,wm_section_wq_info,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_station_info,id,bigint,监测站点的唯一id,yes,
public,wm_station_info,station_code,character varying(255),站点编码,yes,
public,wm_station_info,station_name,character varying(255),监测站点名称,yes,
public,wm_station_info,short_name,character varying(255),简称,yes,
public,wm_station_info,region_code,character varying(16),行政区划代码,yes,
public,wm_station_info,iot_connect_type,character varying(8),通信协议类型：0 tcp、1 http、2 mqtt,yes,
public,wm_station_info,belong_to_city,character varying(60),归属地市,yes,
public,wm_station_info,station_type,character varying(10),站类型(岸基站1|浮船站2),yes,
public,wm_station_info,build_state,character varying(30),"建站状态(待建0,已建1)",yes,
public,wm_station_info,water_type,character varying(20),水体类型：0 河流、1 湖泊,yes,
public,wm_station_info,water_body_id,bigint,所属水体id,yes,
public,wm_station_info,section_id,bigint,断面id,yes,
public,wm_station_info,river_in,bigint,一维模型来流入汇口,yes,
public,wm_station_info,pollutant_id,bigint,污染源id,yes,
public,wm_station_info,in_outlet,character(1),污染源类型为污水处理厂时：0 进水口、1 出水口,yes,
public,wm_station_info,river_out,bigint,一维模型出水口,yes,
public,wm_station_info,efdc_in,character varying(255),efdc模型来流入汇口,yes,
public,wm_station_info,efdc_out,character varying(255),efdc模型出水口,yes,
public,wm_station_info,efdc_i,bigint,站点所在二维网格I值,yes,
