schema_name,table_name,column_name,data_type,column_comment,include_in_training,exclude_reason
public,rs_industrial_info_yc,auto_monitoring_system_level,character varying(255),重点污染源自动监控系统（部、省、市、县）,yes,
public,rs_industrial_info_yc,auto_monitoring_compliance_rate_pct,character varying(255),自动在线监控达标率（%）,yes,
public,rs_industrial_info_yc,manual_monitoring_compliance_rate_pct,character varying(255),手工监测达标率（%）,yes,
public,rs_industrial_info_yc,exceedance_factor_and_multiplier,character varying(255),超标因子及超标倍数,yes,
public,rs_industrial_info_yc,exceedance_days,character varying(255),超标天数,yes,
public,rs_industrial_info_yc,exceedance_reason,text,超标原因,yes,
public,rs_industrial_info_yc,treatment_plant_power_consumption_kwh,character varying(255),污水厂耗电量,yes,
public,rs_industrial_info_yc,is_photovoltaic_station_built,character varying(255),是否建设光伏电站,yes,
public,rs_industrial_info_yc,chemical_addition_type,character varying(255),药剂添加类型,yes,
public,rs_industrial_info_yc,chemical_addition_quantity_tons,character varying(255),药剂添加数量（吨）,yes,
public,rs_industrial_info_yc,is_precision_aeration,character varying(255),是否精准曝气,yes,
public,rs_industrial_info_yc,is_negotiated_pipe_access_standard,character varying(255),园区企业与污水处理厂是否协商制定纳管标准,yes,
public,rs_industrial_info_yc,system_issues,text,系统上存在的问题,yes,
public,rs_industrial_info_yc,rectification_status,text,整改情况,yes,
public,rs_industrial_info_yc,create_by,bigint,创建人,yes,
public,rs_industrial_info_yc,create_time,timestamp without time zone,创建时间,yes,
public,rs_industrial_info_yc,update_by,bigint,修改人,yes,
public,rs_industrial_info_yc,update_time,timestamp without time zone,修改时间,yes,
public,rs_industrial_info_yc,del_flag,character(1),删除标志：0-正常，1-已删除,yes,
public,rs_livestock_info_yc,id,bigint,主键id,yes,
public,rs_livestock_info_yc,name,character varying(100),养殖场名称,yes,
public,rs_livestock_info_yc,name_old,character varying(100),曾用名,yes,
public,rs_livestock_info_yc,representative,character varying(100),法定代表人,yes,
public,rs_livestock_info_yc,community_code,character varying(100),普查小区代码,yes,
public,rs_livestock_info_yc,year,character varying(10),年份,yes,
public,rs_livestock_info_yc,credit_code,character varying(100),统一社会信用代码,yes,
public,rs_livestock_info_yc,organize_code,character varying(100),组织机构代码,yes,
public,rs_livestock_info_yc,city,character varying(32),市,yes,
public,rs_livestock_info_yc,county,character varying(32),县,yes,
public,rs_livestock_info_yc,town,character varying(32),乡镇,yes,
public,rs_livestock_info_yc,village,character varying(255),村、街、门牌号,yes,
public,rs_livestock_info_yc,region_code,character varying(32),行政区编码,yes,
public,rs_livestock_info_yc,region_name,character varying(32),行政区名称,yes,
public,rs_livestock_info_yc,liaison,character varying(32),联系人,yes,
public,rs_livestock_info_yc,liaison_tel,character varying(32),联系人电话,yes,
public,rs_livestock_info_yc,livestock_type,character varying(20),养殖类型,yes,
public,rs_livestock_info_yc,clean_type,character varying(20),圈舍清理方式,yes,
public,rs_livestock_info_yc,intake_type,character varying(20),圈舍通风方式,yes,
public,rs_livestock_info_yc,water_store_type,character varying(20),原水存储设施类型,yes,
public,rs_livestock_info_yc,water_store_outlet,character varying(20),原水存储设施池口方式,yes,
public,rs_livestock_info_yc,water_store_area,double precision,原水存储设施池口面积（平方米）,yes,
public,rs_livestock_info_yc,water_store_volume,double precision,原水存储设施池口体积（立方米）,yes,
public,rs_livestock_info_yc,n_technique_1,character varying(50),尿液废水处理工艺,yes,
public,rs_livestock_info_yc,n_technique_2,character varying(50),尿液废水处理工艺其他,yes,
public,rs_livestock_info_yc,n_facility_1,character varying(50),尿液废水处理设施,yes,
public,rs_livestock_info_yc,n_facility_2,character varying(50),尿液废水处理设施其他,yes,
public,rs_livestock_info_yc,n_deal_use_scale,character varying(50),尿液废水处理利用方式及比例,yes,
public,rs_livestock_info_yc,n_scale_1,double precision,尿液废水处理_肥水利用比例,yes,
public,rs_livestock_info_yc,n_scale_2,double precision,尿液废水处理_沼液还田比例,yes,
public,rs_livestock_info_yc,n_scale_3,double precision,尿液废水处理_场内生产液体有机肥比例,yes,
public,rs_livestock_info_yc,n_scale_4,double precision,尿液废水处理_异位发酵床比例,yes,
public,rs_livestock_info_yc,n_scale_5,double precision,尿液废水处理_鱼塘养殖比例,yes,
public,rs_livestock_info_yc,n_scale_6,double precision,尿液废水处理_场区循环利用比例,yes,
public,rs_livestock_info_yc,n_scale_7,double precision,尿液废水处理_委托处理比例,yes,
public,rs_livestock_info_yc,n_scale_8,double precision,尿液废水处理_达标排放比例,yes,
public,rs_livestock_info_yc,n_scale_9,double precision,尿液废水处理_直接排放比例,yes,
public,rs_livestock_info_yc,n_scale_10,double precision,尿液废水处理_其他,yes,
public,rs_livestock_info_yc,f_store_flag1,smallint,粪便存储设施是否防水,yes,
public,rs_livestock_info_yc,f_store_flag2,smallint,粪便存储设施是否防渗,yes,
public,rs_livestock_info_yc,f_store_volume,double precision,粪便存储设施容积_立方米,yes,
public,rs_livestock_info_yc,f_technique_1,character varying(50),粪便处理工艺,yes,
public,rs_livestock_info_yc,f_technique_2,character varying(50),粪便处理工艺其他,yes,
public,rs_livestock_info_yc,f_deal_use_scale,character varying(50),粪便处理利用方式及比例,yes,
public,rs_livestock_info_yc,f_scale_1,double precision,粪便处理利用_农家肥比例,yes,
public,rs_livestock_info_yc,f_scale_2,double precision,粪便处理利用_场内生产有机肥比例,yes,
public,rs_livestock_info_yc,f_scale_3,double precision,粪便处理利用_沼泽还田比例,yes,
public,rs_livestock_info_yc,f_scale_4,double precision,粪便处理利用_生产牛床垫料比例,yes,
public,rs_livestock_info_yc,f_scale_5,double precision,粪便处理利用_作为栽培基质比例,yes,
public,rs_livestock_info_yc,f_scale_6,double precision,粪便处理利用_作为燃料比例,yes,
public,rs_livestock_info_yc,f_scale_7,double precision,粪便处理利用_鱼塘养殖比例,yes,
public,rs_livestock_info_yc,f_scale_8,double precision,粪便处理利用_委托处理比例,yes,
public,rs_livestock_info_yc,f_scale_9,double precision,粪便处理利用_场外丢弃比例,yes,
public,rs_livestock_info_yc,f_scale_10,double precision,粪便处理利用_其他方式,yes,
public,rs_livestock_info_yc,water_name,character varying(32),受纳水体名称,yes,
public,rs_livestock_info_yc,water_code,character varying(32),受纳水体代码,yes,
public,rs_livestock_info_yc,glbh_flag,smallint,养殖场是否有锅炉,yes,
public,rs_livestock_info_yc,fzr,character varying(32),单位负责人,yes,
public,rs_livestock_info_yc,tjr,character varying(32),统计负责人,yes,
public,rs_livestock_info_yc,shr,character varying(32),审核人,yes,
public,rs_livestock_info_yc,bcrq,timestamp without time zone,报出日期,yes,
public,rs_livestock_info_yc,lon,double precision,经度,yes,
public,rs_livestock_info_yc,lat,double precision,纬度,yes,
public,rs_livestock_info_yc,create_by,bigint,创建人,yes,
public,rs_livestock_info_yc,create_time,timestamp without time zone,创建时间,yes,
public,rs_livestock_info_yc,update_by,bigint,更新人,yes,
public,rs_livestock_info_yc,update_time,timestamp without time zone,更新时间,yes,
public,rs_livestock_info_yc,del_flag,character(1),删除标记,yes,
public,rs_outlet,id,bigint,主键id,yes,
public,rs_outlet,area_code,character varying(19),行政区代码,yes,
public,rs_outlet,area_name,character varying(100),行政区名称：乡镇（街道）,yes,
public,rs_outlet,county_name,character varying(100),县(区)名称,yes,
public,rs_outlet,outlet_code,character varying(100),排污口编码：国家级,yes,
public,rs_outlet,outlet_name,character varying(200),排污口名称,yes,
public,rs_outlet,river_basin,character varying(60),流域名称,yes,
public,rs_outlet,outlet_address,character varying(150),排污口地址,yes,
public,rs_outlet,outlet_lon,double precision,排污口经度,yes,
public,rs_outlet,outlet_lat,double precision,排污口纬度,yes,
public,rs_outlet,catalog_level_1,character varying(30),排污口分类-一级分类,yes,
public,rs_outlet,catalog_level_2,character varying(50),排污口分类-二级分类,yes,
public,rs_outlet,catalog_level_3,character varying(60),排污口分类-三级分类,yes,
public,rs_outlet,river_system,character varying(150),所属水系,yes,
public,rs_outlet,outlet_owner_river,character varying(100),排出口归属水系,yes,
public,rs_outlet,is_flow_lake,character(2),是否入湖河流,yes,
public,rs_outlet,lake_name,character varying(100),湖泊名称,yes,
public,rs_outlet,is_key_river,character(1),是否为重点河湖,yes,
public,rs_outlet,key_river_name,character varying(100),重点河名称,yes,
public,rs_outlet,is_water_function,character(10),是否位于水功能区,yes,
public,rs_outlet,water_function_level1,character varying(100),一级水功能区名称,yes,
public,rs_outlet,water_quality_target1,character varying(20),水功能区水质目标,yes,
public,rs_outlet,water_function_level2,character varying(100),二级水功能区名称,yes,
public,rs_outlet,water_quality_target2,character varying(20),二级水功能区水质目标,yes,
public,rs_outlet,is_water_environment,character(1),是否位于水环境功能区,yes,
public,rs_outlet,water_enviroment_function,character varying(100),水环境功能区名称,yes,
public,rs_outlet,water_enviroment_target,character varying(10),水环境功能区目标,yes,
public,rs_outlet,country_section_name,character varying(100),国控断面名称,yes,
public,rs_outlet,province_section_name,character varying(100),省控断面名称,yes,
public,rs_outlet,city_section_name,character varying(100),市控断面名称,yes,
public,rs_outlet,river_info,character varying(100),河长信息,yes,
public,rs_outlet,outlet_shape,character varying(20),口门形态（明渠、管道、泵站、涵闸、闸泵联用、箱涵、潜没、其他，单选）,yes,
public,rs_outlet,drain_feature,character varying(16),排水特征（排水、无水、有死水、闸断、不确定，单选）,yes,
public,rs_outlet,is_drain_abnormal,character(2),有无异常状况（有、无）,yes,
public,rs_outlet,drain_abnormal_desc,character varying(100),异常状况说明,yes,
public,rs_outlet,is_monitor_sample,character(1),是否监测采样,yes,
public,rs_outlet,primary_obligor,character varying(100),主要责任主体名称,yes,
public,rs_outlet,primary_obligor_address,character varying(200),主要责任体详细地址,yes,
public,rs_outlet,other_obligor,character varying(300),其他责任主体名称（多个用英文逗号拼接）,yes,
public,rs_outlet,primary_obligor_lon,double precision,主要责任体经度,yes,
public,rs_outlet,primary_obligor_lat,double precision,主要责任体纬度,yes,
public,rs_outlet,primary_obligor_contact,character varying(100),主要责任主体联系人,yes,
public,rs_outlet,primary_obligor_phone,character varying(100),主要责任主体联系方式,yes,
public,rs_outlet,is_drain_toxic,character(1),是否排放有毒有害污染物,yes,
public,rs_outlet,sewage_type,character varying(100),污水类型,yes,
public,rs_outlet,is_large,character varying(10),是否为规模以上排口,yes,
public,rs_outlet,handle_type,character varying(100),整治类型（依法取缔、清理合并、规范整治、无需整治，单选）,yes,
public,rs_outlet,is_finish_standard,character(1),是否完成规范化建设：是、否,yes,
public,rs_outlet,standard_content,character varying(300),规范化建设内容,yes,
public,rs_outlet,repair_judge_criteria,character varying(500),完成整治判定条件,yes,
public,rs_outlet,exist_problem,character varying(300),排污口存在的问题,yes,
public,rs_outlet,other_problem,character varying(300),其他问题描述,yes,
public,rs_outlet,specific_requirement,character varying(500),具体情形和技术要求,yes,
public,rs_outlet,handle_method,character varying(255),整治措施（多选用英文逗号分隔）,yes,
public,rs_outlet,finish_date,timestamp without time zone,完成时限,yes,
public,rs_outlet,handle_stage,character varying(100),整治阶段（选项为：未整治、整治中、完成整治）,yes,
public,rs_outlet,handle_result,character varying(300),整治成效,yes,
public,rs_outlet,approve_advice,character varying(100),审批意见,yes,
public,rs_outlet,approve_node,character varying(100),审批标记,yes,
public,rs_outlet,create_by,character varying(18),创建人,yes,
public,rs_outlet,create_time,timestamp without time zone,创建时间,yes,
public,rs_outlet,update_by,character varying(18),更新人,yes,
public,rs_outlet,update_time,timestamp without time zone,更新时间,yes,
public,rs_outlet,del_flag,character(1),删除标记（0-正常，1-删除）,yes,
public,rs_outlet,is_quick_detect,character varying(10),水质快速检测-是否具备采样条件,yes,
public,rs_outlet,other_sewage_type,character varying(255),其他污水类型,yes,
public,rs_outlet,drain_standard,character varying(300),排放标准（国家或地方发布的行业标准）,yes,
public,rs_outlet,approve_status,character varying(100),审批登记情况（已审批、已登记、未审批、未登记）,yes,
public,rs_outlet,quick_detect_ph,character varying(60),水质快速检测-pH值,yes,
public,rs_outlet,quick_detect_cod,character varying(50),水质快速检测-COD（mg/L）,yes,
public,rs_outlet,quick_detect_ad,character varying(50),水质快速检测-氨氮（mg/L）,yes,
public,rs_outlet,quick_detect_zl,character varying(50),水质快速检测-总磷（mg/L）,yes,
public,rs_outlet,quick_detect_sl,character varying(50),水质快速检测-流量(m^3/D),yes,
public,rs_outlet,monitor_sample_date,character varying(100),采样时间（yyyy-MM-dd）,yes,
public,rs_outlet,monitor_sample_sl,character varying(100),实验室监测-流量(m^3/D),yes,
public,rs_outlet,monitor_sample_sw,character varying(50),实验室监测-水温（℃）,yes,
public,rs_outlet,monitor_sample_bod,character varying(50),实验室监测-BOD,yes,
public,rs_outlet,monitor_sample_hff,character varying(50),实验室监测-挥发酚,yes,
public,rs_outlet,monitor_sample_ph,character varying(50),实验室监测-pH值,yes,
public,rs_outlet,monitor_sample_cod,character varying(100),实验室监测-COD值,yes,
public,rs_outlet,monitor_sample_ad,character varying(50),实验室监测-氨氮（mg/L）,yes,
public,rs_outlet,monitor_sample_zl,character varying(50),实验室监测-总磷（mg/L）,yes,
public,rs_outlet,monitor_sample_zd,character varying(50),实验室监测-总氮(mg/L),yes,
public,rs_outlet,photo_close_path,character varying(1024),排污口近景照片,yes,
public,rs_outlet,photo_distant_path,character varying(1024),排污口远景照片,yes,
public,rs_outlet,photo_main_path,character varying(1024),责任主体照片,yes,
public,rs_outlet,photo_handle_finish_path,character varying(1024),整治完成后的照片,yes,
public,rs_outlet,outlet_code_province,character varying(32),排污口编码：省级,yes,
public,rs_outlet,waterbody_manager_level,character varying(10),水体管理级别,yes,
public,rs_outlet,waterbody_name_in,character varying(32),受纳水体名称,yes,
public,rs_outlet,key_river_name_province,character varying(50),省级重点河湖名称,yes,
public,rs_outlet,drain_abnormal_other,character varying(100),其他状况,yes,
public,rs_outlet,primary_obligor_code,character varying(50),主要责任主体排污许可证号或排污登记号,yes,
public,rs_outlet,unified_credit_code,character varying(50),统一信用代码,yes,
public,rs_outlet,pollutant_name,character varying(200),污染物（多个用英文逗号拼接）,yes,
public,rs_outlet,pollutant_density,character varying(100),污染物浓度（污染物对应浓度，多个用英文逗号拼接）,yes,
public,rs_outlet,sewage_emission,character varying(100),年污水排放量(t)（污染物对应排放量，多个用英文逗号拼接）,yes,
public,rs_outlet,pollutant_emission,character varying(100),年污染物排放总量(t)（污染物对应排放量，多个用英文逗号拼接）,yes,
public,rs_outlet,handle_result_condition,character(1),是否已满足整治总则中完成整治的判定条件,yes,
public,rs_outlet,monitor_sample_type,character varying(100),采样类型,yes,
public,rs_outlet,monitor_sample_mark,character varying(255),采样备注,yes,
public,rs_outlet,has_sample_condition,character(1),是否具备采样条件（默认无）,yes,
public,rs_outlet,primary_table_id,character varying(100),主表ID,yes,
public,rs_outlet,sfzdjg,character varying(50),是否重点监管排污口,yes,
public,rs_outlet,geom,"geometry(Point,4326)",几何信息,yes,
public,rs_outlet_info_v2,id,bigint,主键ID,yes,
public,rs_outlet_info_v2,outlet_code_national,character varying(100),排污口编码(国家统一赋码),yes,
public,rs_outlet_info_v2,outlet_code_local,character varying(100),排污口编码(省市系统自有编码),yes,
public,rs_outlet_info_v2,is_key_river_outlet,character varying(10),是否为重点河湖排污口,yes,
public,rs_outlet_info_v2,key_river_name,character varying(200),重点河湖名称,yes,
public,rs_outlet_info_v2,river_system,character varying(200),所属水系,yes,
public,rs_outlet_info_v2,province_city_district,character varying(200),省市区县,yes,
public,rs_outlet_info_v2,township,character varying(200),乡镇(街道),yes,
public,rs_outlet_info_v2,outlet_name,character varying(200),排污口名称,yes,
public,rs_outlet_info_v2,watershed_name,character varying(200),流域名称,yes,
public,rs_outlet_info_v2,outlet_category,character varying(100),排污口分类,yes,
public,rs_outlet_info_v2,is_lake_inflow,character varying(10),是否为入湖河流,yes,
public,rs_outlet_info_v2,is_water_func_zone,character varying(10),是否位于水功能区,yes,
public,rs_outlet_info_v2,level1_water_func_zone,character varying(200),一级水功能区名称,yes,
public,rs_outlet_info_v2,level1_water_quality_target,character varying(50),一级水功能区水质目标,yes,
public,rs_outlet_info_v2,level2_water_func_zone,character varying(200),二级水功能区名称,yes,
public,rs_outlet_info_v2,level2_water_quality_target,character varying(50),二级水功能区水质目标,yes,
public,rs_outlet_info_v2,is_water_env_func_zone,character varying(10),是否位于水环境功能区,yes,
public,rs_outlet_info_v2,water_env_func_zone_name,character varying(200),水环境功能区名称,yes,
public,rs_outlet_info_v2,water_env_func_zone_target,character varying(50),水环境功能区目标,yes,
public,rs_outlet_info_v2,national_section_name,character varying(200),国控断面名称,yes,
public,rs_outlet_info_v2,provincial_section_name,character varying(200),省控断面名称,yes,
public,rs_outlet_info_v2,municipal_section_name,character varying(200),市控断面名称,yes,
public,rs_outlet_info_v2,river_chief_info,character varying(500),河长信息,yes,
public,rs_outlet_info_v2,create_by,bigint,创建人,yes,
public,rs_outlet_info_v2,create_time,timestamp without time zone,创建时间,yes,
public,rs_outlet_info_v2,update_by,bigint,修改人,yes,
public,rs_outlet_info_v2,update_time,timestamp without time zone,修改时间,yes,
public,rs_outlet_info_v2,del_flag,character varying(1),删除标志：0-正常，1-已删除,yes,
public,rs_outlet_info_v2,geom,"geometry(Point,4326)",图形信息,yes,
public,rs_outlet_live_v2,id,bigint,主键ID,yes,
public,rs_outlet_live_v2,outlet_id,bigint,关联排污口ID,yes,
public,rs_outlet_live_v2,geom,"geometry(Point,4326)",排污口所在位置,yes,
public,rs_outlet_live_v2,gate_morphology,character varying(100),口门形态,yes,
public,rs_outlet_live_v2,drainage_feature,character varying(100),排水特征,yes,
public,rs_outlet_live_v2,has_abnormal,character varying(10),有无异常状况,yes,
public,rs_outlet_live_v2,has_online_monitor,character varying(10),是否实现在线监测,yes,
public,rs_outlet_live_v2,has_sampling_condition,character varying(10),是否具备采样条件,yes,
public,rs_outlet_live_v2,create_by,bigint,创建人,yes,
public,rs_outlet_live_v2,create_time,timestamp without time zone,创建时间,yes,
public,rs_outlet_live_v2,update_by,bigint,修改人,yes,
public,rs_outlet_live_v2,update_time,timestamp without time zone,修改时间,yes,
public,rs_outlet_live_v2,del_flag,character varying(1),删除标志：0-正常，1-已删除,yes,
public,rs_outlet_live_v2,outlet_name,character varying(200),排污口名称,yes,
public,rs_outlet_monitor_v2,id,bigint,主键ID,yes,
public,rs_outlet_monitor_v2,outlet_id,bigint,关联排污口ID,yes,
public,rs_outlet_monitor_v2,sampling_time,timestamp without time zone,采样时间,yes,
public,rs_outlet_monitor_v2,monitor_type,character varying(100),监测类型,yes,
public,rs_outlet_monitor_v2,flow,"numeric(12,2)",流量(立方米/天),yes,
public,rs_outlet_monitor_v2,water_temp,"numeric(6,2)",水温(℃),yes,
public,rs_outlet_monitor_v2,bod,"numeric(12,4)",BOD(mg/L),yes,
public,rs_outlet_monitor_v2,cod,"numeric(12,4)",COD(mg/L),yes,
public,rs_outlet_monitor_v2,ph,"numeric(6,2)",pH,yes,
public,rs_outlet_monitor_v2,ammonia_nitrogen,"numeric(12,4)",氨氮(mg/L),yes,
public,rs_outlet_monitor_v2,total_phosphorus,"numeric(12,4)",总磷(mg/L),yes,
public,rs_outlet_monitor_v2,total_nitrogen,"numeric(12,4)",总氮(mg/L),yes,
public,rs_outlet_monitor_v2,remark,character varying(500),备注,yes,
public,rs_outlet_monitor_v2,create_by,bigint,创建人,yes,
public,rs_outlet_monitor_v2,create_time,timestamp without time zone,创建时间,yes,
public,rs_outlet_monitor_v2,update_by,bigint,修改人,yes,
public,rs_outlet_monitor_v2,update_time,timestamp without time zone,修改时间,yes,
public,rs_outlet_monitor_v2,del_flag,character varying(1),删除标志：0-正常，1-已删除,yes,
public,rs_outlet_monitor_v2,outlet_name,character varying(200),排污口名称,yes,
public,rs_outlet_remediation_v2,id,bigint,主键ID,yes,
public,rs_outlet_remediation_v2,outlet_id,bigint,关联排污口ID,yes,
public,rs_outlet_remediation_v2,is_remediated,character varying(10),是否完成整治,yes,
public,rs_outlet_remediation_v2,remediation_type,character varying(100),整治类型,yes,
public,rs_outlet_remediation_v2,remediation_video,character varying(500),整治视频,yes,
public,rs_outlet_remediation_v2,supporting_docs,character varying(500),证明材料,yes,
public,rs_outlet_remediation_v2,is_standardized,character varying(10),是否完成规范化建设,yes,
public,rs_outlet_remediation_v2,standardization_content,character varying(500),规范化建设内容,yes,
public,rs_outlet_remediation_v2,create_by,bigint,创建人,yes,
public,rs_outlet_remediation_v2,create_time,timestamp without time zone,创建时间,yes,
public,rs_outlet_remediation_v2,update_by,bigint,修改人,yes,
public,rs_outlet_remediation_v2,update_time,timestamp without time zone,修改时间,yes,
public,rs_outlet_remediation_v2,del_flag,character varying(1),删除标志：0-正常，1-已删除,yes,
public,rs_outlet_remediation_v2,outlet_name,character varying(200),排污口名称,yes,
public,rs_outlet_trace_v2,id,bigint,主键ID,yes,
public,rs_outlet_trace_v2,outlet_id,bigint,关联排污口ID,yes,
public,rs_outlet_trace_v2,primary_entity_name,character varying(200),主要责任主体名称,yes,
public,rs_outlet_trace_v2,other_entity_name,character varying(200),其他责任主体名称,yes,
public,rs_outlet_trace_v2,address,character varying(500),详细地址,yes,
public,rs_outlet_trace_v2,primary_contact,character varying(100),主要责任主体联系人,yes,
public,rs_outlet_trace_v2,primary_phone,character varying(100),主要责任主体联系电话,yes,
public,rs_outlet_trace_v2,discharge_permit_no,character varying(100),排污许可证号或排污登记号,yes,
public,rs_outlet_trace_v2,credit_code,character varying(100),统一信用代码,yes,
public,rs_outlet_trace_v2,emission_standard,character varying(200),排放标准,yes,
public,rs_outlet_trace_v2,has_toxic_pollutant,character varying(10),是否排放有毒有害污染物,yes,
public,rs_outlet_trace_v2,wastewater_type,character varying(100),污水类型,yes,
public,rs_outlet_trace_v2,other_wastewater_type,character varying(200),其他污水类型,yes,
public,rs_outlet_trace_v2,is_above_scale,character varying(10),是否为规模以上排污口,yes,
public,rs_outlet_trace_v2,approval_status,character varying(200),审批登记情况,yes,
public,rs_outlet_trace_v2,pollutant_info,text,污染物及排放量(JSON),yes,
public,rs_outlet_trace_v2,create_by,bigint,创建人,yes,
public,rs_outlet_trace_v2,create_time,timestamp without time zone,创建时间,yes,
public,rs_outlet_trace_v2,update_by,bigint,修改人,yes,
public,rs_outlet_trace_v2,update_time,timestamp without time zone,修改时间,yes,
public,rs_outlet_trace_v2,del_flag,character varying(1),删除标志：0-正常，1-已删除,yes,
public,rs_outlet_trace_v2,geom,"geometry(Point,4326)",排污口所在位置,yes,
public,rs_outlet_trace_v2,outlet_name,character varying(200),排污口名称,yes,
public,rs_pollutant_enterprise,id,bigint,主键,yes,
public,rs_pollutant_enterprise,wrybh,character varying(50),污染源编号,yes,
public,rs_pollutant_enterprise,wrymc,character varying(100),污染源名称,yes,
public,rs_pollutant_enterprise,tyshxydm,character varying(50),统一社会信用代码,yes,
public,rs_pollutant_enterprise,zzjgdm,character varying(50),组织机构代码,yes,
public,rs_pollutant_enterprise,pwxkzbh,character varying(50),排污许可证编号,yes,
public,rs_pollutant_enterprise,frmc,character varying(50),法人名称,yes,
public,rs_pollutant_enterprise,lxdh,character varying(50),联系电话,yes,
public,rs_pollutant_enterprise,zcdz,character varying(500),注册地址,yes,
public,rs_pollutant_enterprise,jycsdz,character varying(500),经营场所地址,yes,
public,rs_pollutant_enterprise,jd,double precision,经度,yes,
public,rs_pollutant_enterprise,wd,double precision,纬度,yes,
public,rs_pollutant_enterprise,hblxr,character varying(50),环保联系人,yes,
public,rs_pollutant_enterprise,hbrlxdh,character varying(50),环保联系人电话,yes,
public,rs_pollutant_enterprise,ssqx,character varying(50),所属区县,yes,
public,rs_pollutant_enterprise,hymc,character varying(50),行业名称,yes,
public,rs_pollutant_enterprise,zdlxmc,character varying(200),重点污染源类型名称,yes,
public,rs_pollutant_enterprise,jgjb,character varying(50),监管级别（代码集：ZXJC_WRYJGJB）：ZDWRY、YBWRY,yes,
public,rs_pollutant_enterprise,ywgs,character varying(255),运维公司,yes,
public,rs_pollutant_enterprise,geom,"geometry(Point,4326)",图形,yes,
public,rs_pollutant_enterprise,create_by,bigint,创建人,yes,
public,rs_pollutant_enterprise,create_time,timestamp without time zone,创建时间,yes,
public,rs_pollutant_enterprise,update_by,bigint,更新人,yes,
public,rs_pollutant_enterprise,update_time,timestamp without time zone,更新时间,yes,
public,rs_pollutant_enterprise,del_flag,character(1),删除标记: 0-未删除、1-已删除,yes,
public,rs_pollutant_enterprise,record_type,smallint,记录类型：0-自动、1-手动,yes,
public,rs_pollutant_enterprise,ssqxmc,character varying(100),区县名称,yes,
public,rs_pollutant_info,id,bigint,主键,yes,
public,rs_pollutant_info,xh,character varying(255),序号：用于查询数据=driveId,yes,
public,rs_pollutant_info,jcdbh,character varying(50),监测点编号,yes,
public,rs_pollutant_info,jcdmc,character varying(200),监测点名称,yes,
public,rs_pollutant_info,wrybh,character varying(50),污染源编号,yes,
public,rs_pollutant_info,pwkwz,character varying(200),排放口位置,yes,
public,rs_pollutant_info,jgjb,character varying(10),监管级别：ZD-重点、YB-一般,yes,
public,rs_pollutant_info,sfjsk,character varying(50),是否进水口（0：否；1：是）,yes,
public,rs_pollutant_info,sfzs,character(1),是否烧结等无需折算（0：否；1：是）,yes,
public,rs_pollutant_info,zsxs,character varying(50),折算系数,yes,
public,rs_pollutant_info,jd,double precision,经度,yes,
public,rs_pollutant_info,wd,double precision,纬度,yes,
public,rs_pollutant_info,geom,"geometry(Point,4326)",图形,yes,
public,rs_pollutant_info,create_by,bigint,创建人,yes,
public,rs_pollutant_info,create_time,timestamp without time zone,创建时间,yes,
public,rs_pollutant_info,update_by,bigint,更新人,yes,
public,rs_pollutant_info,update_time,timestamp without time zone,更新时间,yes,
public,rs_pollutant_info,del_flag,character(1),删除标记: 0-未删除、1-已删除,yes,
public,rs_pollutant_info,record_type,smallint,记录类型：0-自动、1-手动,yes,
public,rs_pollutant_info,wrlx,character varying(10),污染类型：FS-废水、FQ-废气,yes,
public,rs_pollutant_info,outlet_id,bigint,污染源id,yes,
public,rs_sewage_info_v2,id,bigint,主键ID,yes,
public,rs_sewage_info_v2,admin_division,character varying(200),行政区划,yes,
public,rs_sewage_info_v2,project_name,character varying(200),项目名称,yes,
public,rs_sewage_info_v2,run_status,character varying(50),运行状态,yes,
public,rs_sewage_info_v2,treatment_process,character varying(200),处理工艺,yes,
public,rs_sewage_info_v2,project_location_lng,"numeric(12,6)",项目所在地经度,yes,
public,rs_sewage_info_v2,project_location_lat,"numeric(12,6)",项目所在地纬度,yes,
public,rs_sewage_info_v2,outlet_total_lng,"numeric(12,6)",污水总排放口经度,yes,
public,rs_sewage_info_v2,outlet_total_lat,"numeric(12,6)",污水总排放口纬度,yes,
public,rs_sewage_info_v2,design_scale,"numeric(12,2)",设计规模(t/d),yes,
public,rs_sewage_info_v2,actual_assess_scale,"numeric(12,2)",实际考核规模(t/d),yes,
public,rs_sewage_info_v2,load_rate,"numeric(6,2)",负荷率(%),yes,
public,rs_sewage_info_v2,influent_flow,"numeric(12,2)",进水流量(m3/d),yes,
public,rs_sewage_info_v2,influent_cod,"numeric(12,4)",进水COD(mg/L),yes,
public,rs_sewage_info_v2,influent_ph,"numeric(6,2)",进水pH,yes,
public,rs_sewage_info_v2,influent_ammonia,"numeric(12,4)",进水氨氮(mg/L),yes,
public,rs_sewage_info_v2,influent_tp,"numeric(12,4)",进水总磷(mg/L),yes,
public,rs_sewage_info_v2,influent_tn,"numeric(12,4)",进水总氮(mg/L),yes,
public,rs_sewage_info_v2,effluent_flow,"numeric(12,2)",出水流量(m3/d),yes,
public,rs_sewage_info_v2,effluent_cod,"numeric(12,4)",出水COD(mg/L),yes,
public,rs_sewage_info_v2,effluent_ph,"numeric(6,2)",出水pH,yes,
public,rs_sewage_info_v2,effluent_ammonia,"numeric(12,4)",出水氨氮(mg/L),yes,
