object_type,schema_name,table_name,column_name,exclude_reason
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,day,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,receive_ship_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,wharf_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,transfer_car_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,process_unit_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,supervise_org_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,day,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,xcs_order_cnt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,xcs_vol,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,order_cnt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,order_weight,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,ship_cnt_td,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,ship_cnt_mtd,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,ship_cnt_ytd,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,month,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_ship_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_ship_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,company_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,company_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,subsidy_amount,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_order_count,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_poll_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_shlj_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_shws_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_hyws_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_fy_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_shlj_order_count,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_shws_order_count,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_hyws_order_count,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_fy_order_count,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,create_time,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,update_time,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,day,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,clean_company_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,order_minute,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,order_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,receive_minute,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,receive_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,unit_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,unit_code,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,unit_type,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,legal_person,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,phone,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,address,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,address_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,detail,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,process_unit_type,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,create_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,create_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,update_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,update_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,seal_img_url,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,manager_unit,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,business_scope,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,business_scope_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,resiveshipid,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,resiveshipname,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,cleancompayid,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,shipnum,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,billnum,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,ontimes,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,unbillnum,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,untimes,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,evaluation,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,createtime,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,countevaluation,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,clean_company_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,registry_port,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_owner,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_operator,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,captain,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,captain_phone,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_type,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,aircert_validity,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,mmsi,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,load_weight,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,carrier_volume,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,status,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,create_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,create_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,update_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,update_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,fee_standard_status,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,anchoring_distance,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,free_flag,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,car_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,process_unit_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,driver,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,phone,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,car_type,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,auto_trans_flag,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,create_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,create_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,update_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,update_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,wharf_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,wharf_code,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,legal_person,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,phone,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,area,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,address,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,validity_end,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,receive_range,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,anchorage_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,create_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,create_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,update_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,update_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,seal_img_url,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,pipe_network,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,process_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,only_jxy_flag,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,geom,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,day,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,wharf_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,shlj_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,shws_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,hyws_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,fy_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,order_count,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,apply_no,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,poll_type,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,remain_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,unit,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,amount,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,apply_picture,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,receive_picture,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,apply_trans_picture,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,trans_picture,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,handle_picture,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,remark,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,trans_status,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,apply_szy_status,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,dt,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,apply_no,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,status,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,anchorage_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,port_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,ship_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,ship_nation,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,poll_type,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,unit,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,amount,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,app_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,remark,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,source,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,create_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,create_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,update_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,update_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,confirm_by,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,confirm_date,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,confirm_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,receive_num,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,wharf_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,receive_ship_id,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,receive_ship_name,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,receive_ship_nation,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
column,public,stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,delivery_ship_captain,所属表被排除: 临时导入表，数据不稳定且字段语义未经业务确认
