table_schema,table_name,column_name,ordinal_position,data_type,udt_name,is_nullable,column_default,column_comment,has_comment,table_comment
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optype,25,character varying,varchar,YES,,操作类型(0-初始 1-新增 2-修改 3-删除),True,影像监视点基础信息
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,source,26,character varying,varchar,YES,,"数据来源名称(数据中台,数据填报)",True,影像监视点基础信息
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optime,27,timestamp without time zone,timestamp,YES,,操作时间,True,影像监视点基础信息
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,dt,28,character varying,varchar,YES,,分区日期,True,影像监视点基础信息
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,id,1,character varying,varchar,YES,,主键id,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_id,2,character varying,varchar,YES,,河流id/湖泊id/水库id,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_type,3,character varying,varchar,YES,,河湖库类型,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_code,4,character varying,varchar,YES,,河湖库编号,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_name,5,character varying,varchar,YES,,河湖库名称,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,basin_id,6,character varying,varchar,YES,,流域id,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,note,7,character varying,varchar,YES,,备注,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,sort_order,8,bigint,int8,YES,,序号,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,create_by,9,character varying,varchar,YES,,创建人,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,create_time,10,timestamp without time zone,timestamp,YES,,创建时间,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,update_by,11,character varying,varchar,YES,,更新人,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,update_time,12,timestamp without time zone,timestamp,YES,,更新时间,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,iz_del,13,character varying,varchar,YES,,是否删除,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,water_system,14,character varying,varchar,YES,,水系,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,dt,15,character varying,varchar,YES,,分区日期,True,河湖库信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,st_code,1,character varying,varchar,YES,,监测站编码,True,监测站来源分类表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,atcunit,2,character varying,varchar,YES,,来源分类：水文，山洪，气象，中小水库，三峡库区,True,监测站来源分类表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,dt,3,character varying,varchar,YES,,分区日期,True,监测站来源分类表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countywarnid,1,character varying,varchar,YES,,countywarnid,True,预警测站关联表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,warnid,2,character varying,varchar,YES,,预警id,True,预警测站关联表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stcd,3,character varying,varchar,YES,,测站编码,True,预警测站关联表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stwarnid,4,character varying,varchar,YES,,全局预警编码,True,预警测站关联表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countystwarnid,5,character varying,varchar,YES,,测站预警编码,True,预警测站关联表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,dt,6,character varying,varchar,YES,,分区日期,True,预警测站关联表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_cd,1,character varying,varchar,YES,,监测点代码,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_nm,2,character varying,varchar,YES,,监测点名称,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_addr,3,character varying,varchar,YES,,监测点地址,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_item,4,character varying,varchar,YES,,监测项目,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,sour_tp,5,character varying,varchar,YES,,水源类型,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_auto,6,character varying,varchar,YES,,是否为直接监测,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,ts,7,timestamp without time zone,timestamp,YES,,时间戳,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,nt,8,character varying,varchar,YES,,备注,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_argw,9,character varying,varchar,YES,,是否为纯农业用水,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_stat,10,character varying,varchar,YES,,是否参与统计(9:单独过滤掉的站点),True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_type,11,character varying,varchar,YES,,用水类型,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_g,12,character varying,varchar,YES,,监控级别,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,wi_type,13,character varying,varchar,YES,,取水特征类型,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_rat,14,numeric,numeric,YES,,监控比例,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_dt,15,timestamp without time zone,timestamp,YES,,投入使用日期,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,day_max,16,numeric,numeric,YES,,日最大取水能力,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,gq_tp,17,character varying,varchar,YES,,流量获取方式,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,isuse,18,character varying,varchar,YES,,是否启用: 0 停用 1 启用,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,phase,19,character varying,varchar,YES,,时期 1 表示一期工程(相应测站设站年月为2016年1月1日前的为一期工程) 2 表示二期工程,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_rep_dww,20,character varying,varchar,YES,,是否仅报送日水量,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,type,21,character varying,varchar,YES,,"取水管道类型（1.主管,2.备管,3.季节性取水）",True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lon,22,character varying,varchar,YES,,经度,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lat,23,character varying,varchar,YES,,纬度,True,监测站(点)-取用水监测点基本信息表
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,dt,24,character varying,varchar,YES,,分区日期,True,监测站(点)-取用水监测点基本信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,id,1,bigint,int8,YES,,主键,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_name,2,character varying,varchar,YES,,航道名,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,river_name,3,character varying,varchar,YES,,河流名,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_start_point,4,character varying,varchar,YES,,航道起点,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_end_point,5,character varying,varchar,YES,,航道终点,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,of_branch,6,character varying,varchar,YES,,所属支流,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,design_channel_mileage,7,character varying,varchar,YES,,规划航道里程(公里),True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,delete_flag,8,bigint,int8,YES,,逻辑删除标志位,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_df,dt,9,character varying,varchar,YES,,分区日期,True,航道信息表
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,id,1,bigint,int8,YES,,主键,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_id,2,bigint,int8,YES,,航道id,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_name,3,character varying,varchar,YES,,航道名称,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_river,4,character varying,varchar,YES,,航道河流名称,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_of_branch,5,character varying,varchar,YES,,航道所属支流,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,level,6,character varying,varchar,YES,,航道等级,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,level_num,7,bigint,int8,YES,,航道等级,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,mileage,8,numeric,numeric,YES,,里程,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,area,9,character varying,varchar,YES,,县市区,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,dt,10,character varying,varchar,YES,,分区日期,True,航道按等级|县市区划分
public,stg_ycsjtysj_sxhyzssj_base_ship_df,id,1,bigint,int8,YES,,主键,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,mmsi,2,character varying,varchar,YES,,,False,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,custom_ship_type,3,character varying,varchar,YES,,船舶类型(集装箱船/滚装船/货船/客船/清洁船/公务船),True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,name_en,4,character varying,varchar,YES,,英文船名,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,name_cn,5,character varying,varchar,YES,,中文船名,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_length,6,numeric,numeric,YES,,船长,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_width,7,numeric,numeric,YES,,船宽,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_left,8,numeric,numeric,YES,,左舷距,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_trail,9,numeric,numeric,YES,,尾距,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_draft,10,numeric,numeric,YES,,吃水,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,guest_amount,11,character varying,varchar,YES,,客位数,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,poll_scope,12,character varying,varchar,YES,,污染物接收范围（生活垃圾、生活垃圾，油污水）,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,org,13,character varying,varchar,YES,,所属机构,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,jxy_receive_ship_id,14,bigint,int8,YES,,清洁船净小宜id,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,delete_flag,15,character varying,varchar,YES,,逻辑删除标志位,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,create_time,16,timestamp without time zone,timestamp,YES,,,False,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,update_time,17,timestamp without time zone,timestamp,YES,,,False,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_base_ship_df,dt,18,character varying,varchar,YES,,分区日期,True,图层管理（船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,id,1,bigint,int8,YES,,主键,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_type,2,character varying,varchar,YES,,码头类型(客运码头/货运码头/环保专业码头),True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,build_scale,3,character varying,varchar,YES,,建设规模,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,shoreline_length,4,character varying,varchar,YES,,岸线长度,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,pass_power,5,character varying,varchar,YES,,设计年通过能力,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,pollutant_scope,6,character varying,varchar,YES,,污染物接收范围,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_name,7,character varying,varchar,YES,,码头简称,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_full_name,8,character varying,varchar,YES,,码头全称,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,jxy_wharf_id,9,bigint,int8,YES,,净小宜码头 id,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,longitude,10,character varying,varchar,YES,,经度,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,latitude,11,character varying,varchar,YES,,纬度,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,img_url,12,character varying,varchar,YES,,码头图片,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,dt,13,character varying,varchar,YES,,分区日期,True,图层管理（码头）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,mmsi,1,character varying,varchar,YES,,mmsi,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,name,2,character varying,varchar,YES,,船名,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,cnname,3,character varying,varchar,YES,,中文船名,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,type,4,character varying,varchar,YES,,船舶大类,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,jxy_receive_ship_id,5,bigint,int8,YES,,清洁船净小宜id,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,draught,6,character varying,varchar,YES,,吃水,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,length,7,character varying,varchar,YES,,船长,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,width,8,character varying,varchar,YES,,船宽,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,type_other,9,character varying,varchar,YES,,船舶小类,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,seat,10,character varying,varchar,YES,,座位数,True,图层管理（清洁船舶）KPI
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,dt,11,character varying,varchar,YES,,分区日期,True,图层管理（清洁船舶）KPI
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xh,1,character varying,varchar,YES,,数据唯一标识,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entercode,2,character varying,varchar,YES,,符合HJ 608-2017第6部分的编码规则要求，用于标识唯一固定污染源,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entername,3,character varying,varchar,YES,,固定源名称,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,companyname,4,character varying,varchar,YES,,固定源对应的企业名称,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,tyshxydm,5,character varying,varchar,YES,,统一社会信用代码,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,corpcode,6,character varying,varchar,YES,,组织机构代码,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,registrationid,7,character varying,varchar,YES,,税务注册号,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,licensenum,8,character varying,varchar,YES,,排污许可证代码,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,code_region,9,character varying,varchar,YES,,符合GB/T 2260-2019行政区代码表,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,regionname,10,character varying,varchar,YES,,符合GB/T 2260-2019行政区代码表,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,sssf,11,character varying,varchar,YES,,符合GB/T 2260-2019行政区代码表，如：440000,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,ssds,12,character varying,varchar,YES,,符合GB/T 2260-2019行政区代码表，如：440300,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,ssqx,13,character varying,varchar,YES,,符合GB/T 2260-2019行政区代码表，如：440305,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,code_trade,14,character varying,varchar,YES,,符合GB/T 4754-2017行业代码表,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,tradename,15,character varying,varchar,YES,,符合GB/T 4754-2017行业代码表,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,enteraddress,16,character varying,varchar,YES,,经营场所地址,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,longitude,17,character varying,varchar,YES,,WGS-84坐标系，如：116.681291,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,latitude,18,character varying,varchar,YES,,WGS-84坐标系，如：39.780852,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,lydm,19,character varying,varchar,YES,,所属流域代码,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,lymc,20,character varying,varchar,YES,,所属流域名称,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,szgyyq,21,character varying,varchar,YES,,所在工业园区,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,snstdm,22,character varying,varchar,YES,,受纳水体代码,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,snstmc,23,character varying,varchar,YES,,受纳水体名称,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,status,24,character varying,varchar,YES,,固定源状态（代码集：WRY_GDYZT）,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,regaddress,25,character varying,varchar,YES,,注册地址,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,corpname,26,character varying,varchar,YES,,法人名称,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,telephone,27,character varying,varchar,YES,,固定电话,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,environlinkmen,28,character varying,varchar,YES,,环保联系人,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,environtel,29,character varying,varchar,YES,,环保联系人电话,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entersize,30,character varying,varchar,YES,,企业规模（代码集：WRY_QYGM）,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,jyfw,31,character varying,varchar,YES,,经营范围,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,createtime,32,timestamp without time zone,timestamp,YES,,投运时间,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,fax,33,character varying,varchar,YES,,传真,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,website,34,character varying,varchar,YES,,网址,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,email,35,character varying,varchar,YES,,邮箱,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,description,36,character varying,varchar,YES,,污染源简介,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,datasource,37,character varying,varchar,YES,,数据来源（代码集：WRY_SJLY）,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,orgid,38,character varying,varchar,YES,,用于数据权限，取行政区代码，省级用2位，地市用4位，区县用6位,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,cjr,39,character varying,varchar,YES,,创建人,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,cjsj,40,timestamp without time zone,timestamp,YES,,创建时间,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xgr,41,character varying,varchar,YES,,修改人,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xgsj,42,timestamp without time zone,timestamp,YES,,修改时间,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,sjly,43,character varying,varchar,YES,,数据采集来源（代码集：SJGL_SJLY）,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,rksj,44,timestamp without time zone,timestamp,YES,,默认取当前时间,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,gxsj,45,timestamp without time zone,timestamp,YES,,数据修改后需要更新此时间,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,czbj,46,character varying,varchar,YES,,操作标记（I：插入；U：更新；D：删除）,True,污染源_基本信息
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,dt,47,character varying,varchar,YES,,分区日期,True,污染源_基本信息
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ywid,1,character varying,varchar,YES,,业务id,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ywmc,2,character varying,varchar,YES,,业务名称,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,qxbm,3,character varying,varchar,YES,,区县编码,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ssqx,4,character varying,varchar,YES,,所属区县,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,flbm,5,character varying,varchar,YES,,分类编码,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,flmc,6,character varying,varchar,YES,,分类名称,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,21bsm,7,character varying,varchar,YES,,21位标识码,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,zcbm,8,character varying,varchar,YES,,注册部门,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,dm,9,character varying,varchar,YES,,短码,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,bdm,10,character varying,varchar,YES,,北斗码,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,19bsm,11,character varying,varchar,YES,,19位标识码,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,dt,12,character varying,varchar,YES,,分区日期,True,城市数字公共基础设施建设__水质自动监测站
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,xh,1,character varying,varchar,NO,,序号,True,监控数据_日数据_污染物_
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,jcdxh,2,character varying,varchar,YES,,监测点序号,True,监控数据_日数据_污染物_
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,jcsj,3,timestamp without time zone,timestamp,YES,,监测时间,True,监控数据_日数据_污染物_
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,wrwbh,4,character varying,varchar,YES,,污染源编号,True,监控数据_日数据_污染物_
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,zxjcz,5,numeric,numeric,YES,,最新监测值,True,监控数据_日数据_污染物_
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,pjjcz,6,numeric,numeric,YES,,平均监测值,True,监控数据_日数据_污染物_
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,zdjcz,7,numeric,numeric,YES,,最大监测值,True,监控数据_日数据_污染物_
