table_schema,table_name,column_name,ordinal_position,data_type,udt_name,is_nullable,column_default,column_comment,has_comment,table_comment
public,rs_sewage_info_v2,outlet_total_lat,9,numeric,numeric,YES,,污水总排放口纬度,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,design_scale,10,numeric,numeric,YES,,设计规模(t/d),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,actual_assess_scale,11,numeric,numeric,YES,,实际考核规模(t/d),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,load_rate,12,numeric,numeric,YES,,负荷率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,influent_flow,13,numeric,numeric,YES,,进水流量(m3/d),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,influent_cod,14,numeric,numeric,YES,,进水COD(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,influent_ph,15,numeric,numeric,YES,,进水pH,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,influent_ammonia,16,numeric,numeric,YES,,进水氨氮(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,influent_tp,17,numeric,numeric,YES,,进水总磷(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,influent_tn,18,numeric,numeric,YES,,进水总氮(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,effluent_flow,19,numeric,numeric,YES,,出水流量(m3/d),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,effluent_cod,20,numeric,numeric,YES,,出水COD(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,effluent_ph,21,numeric,numeric,YES,,出水pH,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,effluent_ammonia,22,numeric,numeric,YES,,出水氨氮(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,effluent_tp,23,numeric,numeric,YES,,出水总磷(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,effluent_tn,24,numeric,numeric,YES,,出水总氮(mg/L),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,cod_daily_reduction,25,numeric,numeric,YES,,COD日削减量(t/d),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,cod_annual_reduction,26,numeric,numeric,YES,,COD年削减量(t/a),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,pipe_total_length,27,numeric,numeric,YES,,园区管网总长(km),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,well_count,28,integer,int4,YES,,管井数量(个),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,pump_station_count,29,integer,int4,YES,,提升泵站数量(个),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,enterprise_total,30,integer,int4,YES,,园区企业总数(家),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,connected_enterprise,31,integer,int4,YES,,已接入企业数(家),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,connection_rate,32,numeric,numeric,YES,,接入率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,enterprise_drainage,33,numeric,numeric,YES,,企业排水总量(m3/d),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,key_pollution_enterprise,34,integer,int4,YES,,重点排污企业数(家),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,online_monitor_enterprise,35,integer,int4,YES,,在线监测企业数(家),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,monitor_coverage_rate,36,numeric,numeric,YES,,监测覆盖率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,monthly_fee_total,37,numeric,numeric,YES,,月污水处理费总额(元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,should_collect_enterprise,38,integer,int4,YES,,应征企业数(家),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,actual_collect_enterprise,39,integer,int4,YES,,实征企业数(家),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,collection_rate,40,numeric,numeric,YES,,征收率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,operation_unit,41,character varying,varchar,YES,,运营单位,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,plan_total_invest,42,numeric,numeric,YES,,计划总投资(万元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,plan_station_invest,43,numeric,numeric,YES,,计划厂站投资(万元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,plan_pipe_invest,44,numeric,numeric,YES,,计划管网投资(万元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,done_total_invest,45,numeric,numeric,YES,,已完成总投资(万元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,done_station_invest,46,numeric,numeric,YES,,已完成厂站投资(万元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,done_pipe_invest,47,numeric,numeric,YES,,已完成管网投资(万元),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,total_invest_rate,48,numeric,numeric,YES,,总投资完成率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,built_pipe_length,49,numeric,numeric,YES,,已建管网长度(km),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,collection_rate_efficiency,50,numeric,numeric,YES,,污水收集率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,treatment_rate,51,numeric,numeric,YES,,污水处理率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,compliance_rate,52,numeric,numeric,YES,,达标排放率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,operation_load_rate,53,numeric,numeric,YES,,运行负荷率(%),True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,center_lng,54,numeric,numeric,YES,,企业中心经度,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,center_lat,55,numeric,numeric,YES,,企业中心纬度,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,total_outlet_lng,56,numeric,numeric,YES,,污水处理设施总排口经度,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,total_outlet_lat,57,numeric,numeric,YES,,污水处理设施总排口纬度,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,tail_water_destination,58,character varying,varchar,YES,,尾水排放去向,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,outlet_photo,59,character varying,varchar,YES,,排口照片,True,污水处理厂档案管理及监测
public,rs_sewage_info_v2,create_by,60,bigint,int8,YES,,,False,污水处理厂档案管理及监测
public,rs_sewage_info_v2,create_time,61,timestamp without time zone,timestamp,YES,CURRENT_TIMESTAMP,,False,污水处理厂档案管理及监测
public,rs_sewage_info_v2,update_by,62,bigint,int8,YES,,,False,污水处理厂档案管理及监测
public,rs_sewage_info_v2,update_time,63,timestamp without time zone,timestamp,YES,,,False,污水处理厂档案管理及监测
public,rs_sewage_info_v2,del_flag,64,character varying,varchar,YES,'0'::character varying,,False,污水处理厂档案管理及监测
public,rs_sewage_info_yc,id,1,bigint,int8,NO,,主键id,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,name,2,character varying,varchar,YES,,企业名称,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,monitor_name,3,character varying,varchar,YES,,检测点名称,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,region_code,4,character varying,varchar,YES,,行政区编码,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,region_name,5,character varying,varchar,YES,,行政区名称,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,emission_type,6,character,bpchar,YES,,排放类型：0-废水,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,supervision_level,7,character,bpchar,YES,,监管级别：0-一般、1-重点,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,outlet_location,8,character varying,varchar,YES,,排污口位置,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,lon,9,double precision,float8,YES,,经度,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,lat,10,double precision,float8,YES,,纬度,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,create_by,11,bigint,int8,YES,,创建人,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,create_time,12,timestamp without time zone,timestamp,YES,,创建时间,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,update_by,13,bigint,int8,YES,,更新人,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,update_time,14,timestamp without time zone,timestamp,YES,,更新时间,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,del_flag,15,character,bpchar,YES,0,删除标记,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,town_flag,16,boolean,bool,YES,false,是否城镇污水处理厂,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_info_yc,industrial_flag,17,boolean,bool,YES,false,是否工业污水处理厂,True,污水处理厂信息表：宜昌水环境
public,rs_sewage_park_info,id,1,bigint,int8,NO,,主键id,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,region_code,2,character varying,varchar,YES,,行政区编码,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,region_name,3,character varying,varchar,YES,,行政区名称,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,sewage_name,4,character varying,varchar,YES,,污水处理厂名称,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,sewage_id,5,bigint,int8,YES,,污水厂ID,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,throughput,6,double precision,float8,YES,,处理能力（万吨/日）,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,park_id,7,bigint,int8,YES,,配套园区ID,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,park_name,8,character varying,varchar,YES,,配套园区名称,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,lon,9,double precision,float8,YES,,经度,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,lat,10,double precision,float8,YES,,纬度,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,geom,11,USER-DEFINED,geometry,YES,,图形信息,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,remark,12,character varying,varchar,YES,,备注,True,污水处理厂-园区配套信息表
public,rs_sewage_park_info,create_by,13,bigint,int8,YES,,,False,污水处理厂-园区配套信息表
public,rs_sewage_park_info,create_time,14,timestamp without time zone,timestamp,YES,CURRENT_TIMESTAMP,,False,污水处理厂-园区配套信息表
public,rs_sewage_park_info,update_by,15,bigint,int8,YES,,,False,污水处理厂-园区配套信息表
public,rs_sewage_park_info,update_time,16,timestamp without time zone,timestamp,YES,,,False,污水处理厂-园区配套信息表
public,rs_sewage_park_info,del_flag,17,character varying,varchar,YES,'0'::character varying,,False,污水处理厂-园区配套信息表
public,rs_sewage_park_info,sewage_type,18,smallint,int2,NO,0,污水处理厂类型：0-工业、1-生活,True,污水处理厂-园区配套信息表
public,rs_warn_records,id,1,bigint,int8,NO,,主键id,True,污染预警消息通知
public,rs_warn_records,station_id,2,bigint,int8,YES,,站点id，warn_type为0时,True,污染预警消息通知
public,rs_warn_records,pollutant_id,3,bigint,int8,YES,,污染源id，warn_type为3时,True,污染预警消息通知
public,rs_warn_records,key_point_id,4,bigint,int8,YES,,"关键点id, warn_type为6时",True,污染预警消息通知
public,rs_warn_records,warn_indicator,5,character varying,varchar,YES,,预警指标,True,污染预警消息通知
public,rs_warn_records,warn_type,6,character,bpchar,YES,,预警类型：0 水质预警、1 水文预警、2 气象预警、3 污染源预警、4 网络异常、5 仪器异常,True,污染预警消息通知
public,rs_warn_records,warn_value,7,double precision,float8,YES,,预警值,True,污染预警消息通知
public,rs_warn_records,standard_value,8,double precision,float8,YES,,标准值,True,污染预警消息通知
public,rs_warn_records,unit,9,character varying,varchar,YES,,单位,True,污染预警消息通知
public,rs_warn_records,water_quality_level,10,character varying,varchar,YES,,水质监测指标等级,True,污染预警消息通知
public,rs_warn_records,warn_level,11,character,bpchar,YES,,告警等级：0 一般、1 严重、2 重度,True,污染预警消息通知
public,rs_warn_records,warn_content,12,character varying,varchar,YES,,预警内容,True,污染预警消息通知
public,rs_warn_records,warn_time,13,timestamp without time zone,timestamp,YES,,预警时间,True,污染预警消息通知
public,rs_warn_records,publish_status,14,character,bpchar,YES,,是否发布：0 未发布、1 已发布,True,污染预警消息通知
public,rs_warn_records,publish_time,15,timestamp without time zone,timestamp,YES,,发布时间,True,污染预警消息通知
public,rs_warn_records,check_status,16,character,bpchar,YES,,是否审核：0 未审核、1 已审核,True,污染预警消息通知
public,rs_warn_records,check_time,17,timestamp without time zone,timestamp,YES,,审核时间,True,污染预警消息通知
public,rs_warn_records,manual_auto,18,character,bpchar,YES,,0 手动处理、1 自动处理,True,污染预警消息通知
public,rs_warn_records,release_status,19,character,bpchar,YES,0,是否解除：0 未解除、1 已解除,True,污染预警消息通知
public,rs_warn_records,release_time,20,timestamp without time zone,timestamp,YES,,解除时间,True,污染预警消息通知
public,rs_warn_records,create_by,21,bigint,int8,YES,,创建人,True,污染预警消息通知
public,rs_warn_records,create_time,22,timestamp without time zone,timestamp,YES,,创建时间,True,污染预警消息通知
public,rs_warn_records,update_by,23,bigint,int8,YES,,更新人,True,污染预警消息通知
public,rs_warn_records,update_time,24,timestamp without time zone,timestamp,YES,,更新时间,True,污染预警消息通知
public,rs_warn_records,del_flag,25,character,bpchar,YES,0,删除标记：0 未删除、1 已删除,True,污染预警消息通知
public,rs_wastewater_day_records,id,1,bigint,int8,NO,nextval('rs_wastewater_day_records_1_id_seq'::regclass),主键ID,True,污染源监测日记录表
public,rs_wastewater_day_records,timestamp,2,timestamp without time zone,timestamp,YES,,统计日期（当日00:00:00）,True,污染源监测日记录表
public,rs_wastewater_day_records,type,3,character varying,varchar,YES,,类型：PS-排水口，PQ-排气口,True,污染源监测日记录表
public,rs_wastewater_day_records,pollutant_id,4,bigint,int8,YES,,"排污口/排气口ID（关联
 rs_pollutant_info.id）",True,污染源监测日记录表
public,rs_wastewater_day_records,status,5,character varying,varchar,YES,,"当日综合状态：nobeyond-正常，below-偏低
 ，beyond-超标",True,污染源监测日记录表
public,rs_wastewater_day_records,record_type,6,character varying,varchar,YES,,记录类型：0-正常统计，1-补录,True,污染源监测日记录表
public,rs_wastewater_day_records,ll,7,double precision,float8,YES,,日流量（各小时流量的平均值）,True,污染源监测日记录表
public,rs_wastewater_day_records,ll_count,8,integer,int4,YES,,日流量有效数据计数（参与平均的小时数）,True,污染源监测日记录表
public,rs_wastewater_day_records,pfl,9,double precision,float8,YES,,日排流量（各小时排流量的累加值）,True,污染源监测日记录表
public,rs_wastewater_day_records,pfl_count,10,integer,int4,YES,,日排流量有效数据计数（参与累加的小时数）,True,污染源监测日记录表
public,rs_wastewater_day_records,m1_value,11,double precision,float8,YES,,"【PS】化学需氧量(COD)日平均值 / 【PQ】烟尘日
 平均值",True,污染源监测日记录表
public,rs_wastewater_day_records,m1_count,12,integer,int4,YES,,m1 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m2_value,13,double precision,float8,YES,,"【PS】总氮(TN)日平均值 / 【PQ】二氧化硫日平均
 值",True,污染源监测日记录表
public,rs_wastewater_day_records,m2_count,14,integer,int4,YES,,m2 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m3_value,15,double precision,float8,YES,,【PS】pH日平均值 / 【PQ】氮氧化物日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m3_count,16,integer,int4,YES,,m3 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m4_value,17,double precision,float8,YES,,【PS】氨氮日平均值 / 【PQ】一氧化氮日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m4_count,18,integer,int4,YES,,m4 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m5_value,19,double precision,float8,YES,,【PS】水温日平均值 / 【PQ】二氧化氮日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m5_count,20,integer,int4,YES,,m5 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m6_value,21,double precision,float8,YES,,【PS】总磷日平均值 / 【PQ】一氧化碳日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m6_count,22,integer,int4,YES,,m6 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m7_value,23,double precision,float8,YES,,【PS】悬浮物日平均值 / 【PQ】氯化氢日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m7_count,24,integer,int4,YES,,m7 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m8_value,25,double precision,float8,YES,,"【PS】余氯日平均值 / 【PQ】非甲烷总烃日平均值
 ",True,污染源监测日记录表
public,rs_wastewater_day_records,m8_count,26,integer,int4,YES,,m8 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m9_value,27,double precision,float8,YES,,【PS】六价铬日平均值 / 【PQ】苯日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m9_count,28,integer,int4,YES,,m9 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m10_value,29,double precision,float8,YES,,【PS】石油类日平均值 / 【PQ】甲苯日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m10_count,30,integer,int4,YES,,m10 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m11_value,31,double precision,float8,YES,,"【PS】氟化物日平均值 / 【PQ】二甲苯日平均值
 ",True,污染源监测日记录表
public,rs_wastewater_day_records,m11_count,32,integer,int4,YES,,m11 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m12_value,33,double precision,float8,YES,,"【PS】总铬日平均值 / 【PQ】碳氢化合物日平均
 值",True,污染源监测日记录表
public,rs_wastewater_day_records,m12_count,34,integer,int4,YES,,m12 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m13_value,35,double precision,float8,YES,,【PS】氰化物日平均值 / 【PQ】甲烷日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m13_count,36,integer,int4,YES,,m13 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m14_value,37,double precision,float8,YES,,【PS】总锰日平均值 / 【PQ】氟化氢日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m14_count,38,integer,int4,YES,,m14 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m15_value,39,double precision,float8,YES,,"【PS】总银日平均值 / 【PQ】二氧化碳日平均值
 ",True,污染源监测日记录表
public,rs_wastewater_day_records,m15_count,40,integer,int4,YES,,m15 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m16_value,41,double precision,float8,YES,,"【PS】总铜日平均值 / 【PQ】1,3-二甲基苯日平
 均值",True,污染源监测日记录表
public,rs_wastewater_day_records,m16_count,42,integer,int4,YES,,m16 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m17_value,43,double precision,float8,YES,,"【PS】总镍日平均值 / 【PQ】乙烯基苯(苯乙烯)
 日平均值",True,污染源监测日记录表
public,rs_wastewater_day_records,m17_count,44,integer,int4,YES,,m17 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m18_value,45,double precision,float8,YES,,【PS】总镉日平均值 / 【PQ】乙苯日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m18_count,46,integer,int4,YES,,m18 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m19_value,47,double precision,float8,YES,,"【PS】总砷日平均值 / 【PQ】1,2-二甲基苯日平
 均值",True,污染源监测日记录表
public,rs_wastewater_day_records,m19_count,48,integer,int4,YES,,m19 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m20_value,49,double precision,float8,YES,,【PS】总铅日平均值 / 【PQ】氨(NH3)日平均值,True,污染源监测日记录表
public,rs_wastewater_day_records,m20_count,50,integer,int4,YES,,m20 当日有效数据计数,True,污染源监测日记录表
public,rs_wastewater_day_records,m21_value,51,double precision,float8,YES,,【PS】浊度日平均值（仅排水口）,True,污染源监测日记录表
public,rs_wastewater_day_records,m21_count,52,integer,int4,YES,,m21 当日有效数据计数（仅排水口）,True,污染源监测日记录表
public,rs_wastewater_day_records,m22_value,53,double precision,float8,YES,,【PS】总锌日平均值（仅排水口）,True,污染源监测日记录表
public,rs_wastewater_day_records,m22_count,54,integer,int4,YES,,m22 当日有效数据计数（仅排水口）,True,污染源监测日记录表
public,rs_wastewater_day_records,create_by,55,bigint,int8,YES,,创建人ID,True,污染源监测日记录表
public,rs_wastewater_day_records,create_time,56,timestamp without time zone,timestamp,YES,,创建时间,True,污染源监测日记录表
public,rs_wastewater_day_records,update_by,57,bigint,int8,YES,,更新人ID,True,污染源监测日记录表
public,rs_wastewater_day_records,update_time,58,timestamp without time zone,timestamp,YES,,更新时间,True,污染源监测日记录表
public,rs_wastewater_day_records,del_flag,59,character varying,varchar,YES,'0'::character varying,删除标记：0-正常，1-删除,True,污染源监测日记录表
public,rs_wastewater_hour_records,id,1,bigint,int8,NO,,主键id,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,timestamp,2,timestamp without time zone,timestamp,YES,,数据时间,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,type,3,character varying,varchar,YES,,类型：PS-排水口、PQ-排气口,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,pollutant_id,4,bigint,int8,YES,,污染源id,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,status,5,character varying,varchar,YES,,监测结果：0正常、1偏高、2偏低,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,record_type,6,character varying,varchar,YES,,记录类型：0自动、1手工,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,ll,7,double precision,float8,YES,,流量,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,pfl,8,double precision,float8,YES,,排放量,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m1_value,9,double precision,float8,YES,,m1_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m1_status,10,character varying,varchar,YES,,m1_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m2_value,11,double precision,float8,YES,,m2_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m2_status,12,character varying,varchar,YES,,m2_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m3_value,13,double precision,float8,YES,,m3_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m3_status,14,character varying,varchar,YES,,m3_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m4_value,15,double precision,float8,YES,,m4_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m4_status,16,character varying,varchar,YES,,m4_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m5_value,17,double precision,float8,YES,,m5_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m5_status,18,character varying,varchar,YES,,m5_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m6_value,19,double precision,float8,YES,,m6_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m6_status,20,character varying,varchar,YES,,m6_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m7_value,21,double precision,float8,YES,,m7_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m7_status,22,character varying,varchar,YES,,m7_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m8_value,23,double precision,float8,YES,,m8_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m8_status,24,character varying,varchar,YES,,m8_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m9_value,25,double precision,float8,YES,,m9_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m9_status,26,character varying,varchar,YES,,m9_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m10_value,27,double precision,float8,YES,,m10_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m10_status,28,character varying,varchar,YES,,m10_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m11_value,29,double precision,float8,YES,,m11_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m11_status,30,character varying,varchar,YES,,m11_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m12_value,31,double precision,float8,YES,,m12_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m12_status,32,character varying,varchar,YES,,m12_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m13_value,33,double precision,float8,YES,,m13_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m13_status,34,character varying,varchar,YES,,m13_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m14_value,35,double precision,float8,YES,,m14_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m14_status,36,character varying,varchar,YES,,m14_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m15_value,37,double precision,float8,YES,,m15_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m15_status,38,character varying,varchar,YES,,m15_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m16_value,39,double precision,float8,YES,,m16_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m16_status,40,character varying,varchar,YES,,m16_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m17_value,41,double precision,float8,YES,,m17_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m17_status,42,character varying,varchar,YES,,m17_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m18_value,43,double precision,float8,YES,,m18_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m18_status,44,character varying,varchar,YES,,m18_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m19_value,45,double precision,float8,YES,,m19_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m19_status,46,character varying,varchar,YES,,m19_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m20_value,47,double precision,float8,YES,,m20_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m20_status,48,character varying,varchar,YES,,m20_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m21_value,49,double precision,float8,YES,,m21_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m21_status,50,character varying,varchar,YES,,m21_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m22_value,51,double precision,float8,YES,,m22_value,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,m22_status,52,character varying,varchar,YES,,m22_status,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,create_by,53,bigint,int8,YES,,创建人,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,create_time,54,timestamp without time zone,timestamp,YES,,创建时间,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,update_by,55,bigint,int8,YES,,更新人,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,update_time,56,timestamp without time zone,timestamp,YES,,更新时间,True,污染源-小时监测数据表
public,rs_wastewater_hour_records,del_flag,57,character varying,varchar,YES,'0'::character varying,删除标记：0未删除、1已删除,True,污染源-小时监测数据表
public,rs_wastewater_month_records,id,1,bigint,int8,NO,nextval('rs_wastewater_month_records_1_id_seq'::regclass),主键ID,True,污染源监测月记录表
public,rs_wastewater_month_records,timestamp,2,timestamp without time zone,timestamp,YES,,统计月份起始时间（当月第一天00:00:00）,True,污染源监测月记录表
public,rs_wastewater_month_records,type,3,character varying,varchar,YES,,类型：PS-排水口，PQ-排气口,True,污染源监测月记录表
public,rs_wastewater_month_records,pollutant_id,4,bigint,int8,YES,,"排污口/排气口ID（关联
 rs_pollutant_info.id）",True,污染源监测月记录表
public,rs_wastewater_month_records,status,5,character varying,varchar,YES,,"当月综合状态：nobeyond-正常，below-偏低
 ，beyond-超标",True,污染源监测月记录表
public,rs_wastewater_month_records,record_type,6,character varying,varchar,YES,,记录类型：0-正常统计，1-补录,True,污染源监测月记录表
