schema,table,column,type,has_comment,comment
public,rs_outlet_info_v2,id,bigint,yes,主键ID
public,rs_outlet_info_v2,outlet_code_national,character varying(100),yes,排污口编码(国家统一赋码)
public,rs_outlet_info_v2,outlet_code_local,character varying(100),yes,排污口编码(省市系统自有编码)
public,rs_outlet_info_v2,is_key_river_outlet,character varying(10),yes,是否为重点河湖排污口
public,rs_outlet_info_v2,key_river_name,character varying(200),yes,重点河湖名称
public,rs_outlet_info_v2,river_system,character varying(200),yes,所属水系
public,rs_outlet_info_v2,province_city_district,character varying(200),yes,省市区县
public,rs_outlet_info_v2,township,character varying(200),yes,乡镇(街道)
public,rs_outlet_info_v2,outlet_name,character varying(200),yes,排污口名称
public,rs_outlet_info_v2,watershed_name,character varying(200),yes,流域名称
public,rs_outlet_info_v2,outlet_category,character varying(100),yes,排污口分类
public,rs_outlet_info_v2,is_lake_inflow,character varying(10),yes,是否为入湖河流
public,rs_outlet_info_v2,is_water_func_zone,character varying(10),yes,是否位于水功能区
public,rs_outlet_info_v2,level1_water_func_zone,character varying(200),yes,一级水功能区名称
public,rs_outlet_info_v2,level1_water_quality_target,character varying(50),yes,一级水功能区水质目标
public,rs_outlet_info_v2,level2_water_func_zone,character varying(200),yes,二级水功能区名称
public,rs_outlet_info_v2,level2_water_quality_target,character varying(50),yes,二级水功能区水质目标
public,rs_outlet_info_v2,is_water_env_func_zone,character varying(10),yes,是否位于水环境功能区
public,rs_outlet_info_v2,water_env_func_zone_name,character varying(200),yes,水环境功能区名称
public,rs_outlet_info_v2,water_env_func_zone_target,character varying(50),yes,水环境功能区目标
public,rs_outlet_info_v2,national_section_name,character varying(200),yes,国控断面名称
public,rs_outlet_info_v2,provincial_section_name,character varying(200),yes,省控断面名称
public,rs_outlet_info_v2,municipal_section_name,character varying(200),yes,市控断面名称
public,rs_outlet_info_v2,river_chief_info,character varying(500),yes,河长信息
public,rs_outlet_info_v2,create_by,bigint,yes,创建人
public,rs_outlet_info_v2,create_time,timestamp without time zone,yes,创建时间
public,rs_outlet_info_v2,update_by,bigint,yes,修改人
public,rs_outlet_info_v2,update_time,timestamp without time zone,yes,修改时间
public,rs_outlet_info_v2,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_outlet_info_v2,geom,"geometry(Point,4326)",yes,图形信息
public,rs_outlet_live_v2,id,bigint,yes,主键ID
public,rs_outlet_live_v2,outlet_id,bigint,yes,关联排污口ID
public,rs_outlet_live_v2,geom,"geometry(Point,4326)",yes,排污口所在位置
public,rs_outlet_live_v2,gate_morphology,character varying(100),yes,口门形态
public,rs_outlet_live_v2,drainage_feature,character varying(100),yes,排水特征
public,rs_outlet_live_v2,has_abnormal,character varying(10),yes,有无异常状况
public,rs_outlet_live_v2,has_online_monitor,character varying(10),yes,是否实现在线监测
public,rs_outlet_live_v2,has_sampling_condition,character varying(10),yes,是否具备采样条件
public,rs_outlet_live_v2,create_by,bigint,yes,创建人
public,rs_outlet_live_v2,create_time,timestamp without time zone,yes,创建时间
public,rs_outlet_live_v2,update_by,bigint,yes,修改人
public,rs_outlet_live_v2,update_time,timestamp without time zone,yes,修改时间
public,rs_outlet_live_v2,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_outlet_live_v2,outlet_name,character varying(200),yes,排污口名称
public,rs_outlet_monitor_v2,id,bigint,yes,主键ID
public,rs_outlet_monitor_v2,outlet_id,bigint,yes,关联排污口ID
public,rs_outlet_monitor_v2,sampling_time,timestamp without time zone,yes,采样时间
public,rs_outlet_monitor_v2,monitor_type,character varying(100),yes,监测类型
public,rs_outlet_monitor_v2,flow,"numeric(12,2)",yes,流量(立方米/天)
public,rs_outlet_monitor_v2,water_temp,"numeric(6,2)",yes,水温(℃)
public,rs_outlet_monitor_v2,bod,"numeric(12,4)",yes,BOD(mg/L)
public,rs_outlet_monitor_v2,cod,"numeric(12,4)",yes,COD(mg/L)
public,rs_outlet_monitor_v2,ph,"numeric(6,2)",yes,pH
public,rs_outlet_monitor_v2,ammonia_nitrogen,"numeric(12,4)",yes,氨氮(mg/L)
public,rs_outlet_monitor_v2,total_phosphorus,"numeric(12,4)",yes,总磷(mg/L)
public,rs_outlet_monitor_v2,total_nitrogen,"numeric(12,4)",yes,总氮(mg/L)
public,rs_outlet_monitor_v2,remark,character varying(500),yes,备注
public,rs_outlet_monitor_v2,create_by,bigint,yes,创建人
public,rs_outlet_monitor_v2,create_time,timestamp without time zone,yes,创建时间
public,rs_outlet_monitor_v2,update_by,bigint,yes,修改人
public,rs_outlet_monitor_v2,update_time,timestamp without time zone,yes,修改时间
public,rs_outlet_monitor_v2,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_outlet_monitor_v2,outlet_name,character varying(200),yes,排污口名称
public,rs_outlet_remediation_v2,id,bigint,yes,主键ID
public,rs_outlet_remediation_v2,outlet_id,bigint,yes,关联排污口ID
public,rs_outlet_remediation_v2,is_remediated,character varying(10),yes,是否完成整治
public,rs_outlet_remediation_v2,remediation_type,character varying(100),yes,整治类型
public,rs_outlet_remediation_v2,remediation_video,character varying(500),yes,整治视频
public,rs_outlet_remediation_v2,supporting_docs,character varying(500),yes,证明材料
public,rs_outlet_remediation_v2,is_standardized,character varying(10),yes,是否完成规范化建设
public,rs_outlet_remediation_v2,standardization_content,character varying(500),yes,规范化建设内容
public,rs_outlet_remediation_v2,create_by,bigint,yes,创建人
public,rs_outlet_remediation_v2,create_time,timestamp without time zone,yes,创建时间
public,rs_outlet_remediation_v2,update_by,bigint,yes,修改人
public,rs_outlet_remediation_v2,update_time,timestamp without time zone,yes,修改时间
public,rs_outlet_remediation_v2,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_outlet_remediation_v2,outlet_name,character varying(200),yes,排污口名称
public,rs_outlet_trace_v2,id,bigint,yes,主键ID
public,rs_outlet_trace_v2,outlet_id,bigint,yes,关联排污口ID
public,rs_outlet_trace_v2,primary_entity_name,character varying(200),yes,主要责任主体名称
public,rs_outlet_trace_v2,other_entity_name,character varying(200),yes,其他责任主体名称
public,rs_outlet_trace_v2,address,character varying(500),yes,详细地址
public,rs_outlet_trace_v2,primary_contact,character varying(100),yes,主要责任主体联系人
public,rs_outlet_trace_v2,primary_phone,character varying(100),yes,主要责任主体联系电话
public,rs_outlet_trace_v2,discharge_permit_no,character varying(100),yes,排污许可证号或排污登记号
public,rs_outlet_trace_v2,credit_code,character varying(100),yes,统一信用代码
public,rs_outlet_trace_v2,emission_standard,character varying(200),yes,排放标准
public,rs_outlet_trace_v2,has_toxic_pollutant,character varying(10),yes,是否排放有毒有害污染物
public,rs_outlet_trace_v2,wastewater_type,character varying(100),yes,污水类型
public,rs_outlet_trace_v2,other_wastewater_type,character varying(200),yes,其他污水类型
public,rs_outlet_trace_v2,is_above_scale,character varying(10),yes,是否为规模以上排污口
public,rs_outlet_trace_v2,approval_status,character varying(200),yes,审批登记情况
public,rs_outlet_trace_v2,pollutant_info,text,yes,污染物及排放量(JSON)
public,rs_outlet_trace_v2,create_by,bigint,yes,创建人
public,rs_outlet_trace_v2,create_time,timestamp without time zone,yes,创建时间
public,rs_outlet_trace_v2,update_by,bigint,yes,修改人
public,rs_outlet_trace_v2,update_time,timestamp without time zone,yes,修改时间
public,rs_outlet_trace_v2,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_outlet_trace_v2,geom,"geometry(Point,4326)",yes,排污口所在位置
public,rs_outlet_trace_v2,outlet_name,character varying(200),yes,排污口名称
public,rs_pollutant_enterprise,id,bigint,yes,主键
public,rs_pollutant_enterprise,wrybh,character varying(50),yes,污染源编号
public,rs_pollutant_enterprise,wrymc,character varying(100),yes,污染源名称
public,rs_pollutant_enterprise,tyshxydm,character varying(50),yes,统一社会信用代码
public,rs_pollutant_enterprise,zzjgdm,character varying(50),yes,组织机构代码
public,rs_pollutant_enterprise,pwxkzbh,character varying(50),yes,排污许可证编号
public,rs_pollutant_enterprise,frmc,character varying(50),yes,法人名称
public,rs_pollutant_enterprise,lxdh,character varying(50),yes,联系电话
public,rs_pollutant_enterprise,zcdz,character varying(500),yes,注册地址
public,rs_pollutant_enterprise,jycsdz,character varying(500),yes,经营场所地址
public,rs_pollutant_enterprise,jd,double precision,yes,经度
public,rs_pollutant_enterprise,wd,double precision,yes,纬度
public,rs_pollutant_enterprise,hblxr,character varying(50),yes,环保联系人
public,rs_pollutant_enterprise,hbrlxdh,character varying(50),yes,环保联系人电话
public,rs_pollutant_enterprise,ssqx,character varying(50),yes,所属区县
public,rs_pollutant_enterprise,hymc,character varying(50),yes,行业名称
public,rs_pollutant_enterprise,zdlxmc,character varying(200),yes,重点污染源类型名称
public,rs_pollutant_enterprise,jgjb,character varying(50),yes,监管级别（代码集：ZXJC_WRYJGJB）：ZDWRY、YBWRY
public,rs_pollutant_enterprise,ywgs,character varying(255),yes,运维公司
public,rs_pollutant_enterprise,geom,"geometry(Point,4326)",yes,图形
public,rs_pollutant_enterprise,create_by,bigint,yes,创建人
public,rs_pollutant_enterprise,create_time,timestamp without time zone,yes,创建时间
public,rs_pollutant_enterprise,update_by,bigint,yes,更新人
public,rs_pollutant_enterprise,update_time,timestamp without time zone,yes,更新时间
public,rs_pollutant_enterprise,del_flag,character(1),yes,删除标记: 0-未删除、1-已删除
public,rs_pollutant_enterprise,record_type,smallint,yes,记录类型：0-自动、1-手动
public,rs_pollutant_enterprise,ssqxmc,character varying(100),yes,区县名称
public,rs_pollutant_info,id,bigint,yes,主键
public,rs_pollutant_info,xh,character varying(255),yes,序号：用于查询数据=driveId
public,rs_pollutant_info,jcdbh,character varying(50),yes,监测点编号
public,rs_pollutant_info,jcdmc,character varying(200),yes,监测点名称
public,rs_pollutant_info,wrybh,character varying(50),yes,污染源编号
public,rs_pollutant_info,pwkwz,character varying(200),yes,排放口位置
public,rs_pollutant_info,jgjb,character varying(10),yes,监管级别：ZD-重点、YB-一般
public,rs_pollutant_info,sfjsk,character varying(50),yes,是否进水口（0：否；1：是）
public,rs_pollutant_info,sfzs,character(1),yes,是否烧结等无需折算（0：否；1：是）
public,rs_pollutant_info,zsxs,character varying(50),yes,折算系数
public,rs_pollutant_info,jd,double precision,yes,经度
public,rs_pollutant_info,wd,double precision,yes,纬度
public,rs_pollutant_info,geom,"geometry(Point,4326)",yes,图形
public,rs_pollutant_info,create_by,bigint,yes,创建人
public,rs_pollutant_info,create_time,timestamp without time zone,yes,创建时间
public,rs_pollutant_info,update_by,bigint,yes,更新人
public,rs_pollutant_info,update_time,timestamp without time zone,yes,更新时间
public,rs_pollutant_info,del_flag,character(1),yes,删除标记: 0-未删除、1-已删除
public,rs_pollutant_info,record_type,smallint,yes,记录类型：0-自动、1-手动
public,rs_pollutant_info,wrlx,character varying(10),yes,污染类型：FS-废水、FQ-废气
public,rs_pollutant_info,outlet_id,bigint,yes,污染源id
public,rs_sewage_info_v2,id,bigint,yes,主键ID
public,rs_sewage_info_v2,admin_division,character varying(200),yes,行政区划
public,rs_sewage_info_v2,project_name,character varying(200),yes,项目名称
public,rs_sewage_info_v2,run_status,character varying(50),yes,运行状态
public,rs_sewage_info_v2,treatment_process,character varying(200),yes,处理工艺
public,rs_sewage_info_v2,project_location_lng,"numeric(12,6)",yes,项目所在地经度
public,rs_sewage_info_v2,project_location_lat,"numeric(12,6)",yes,项目所在地纬度
public,rs_sewage_info_v2,outlet_total_lng,"numeric(12,6)",yes,污水总排放口经度
public,rs_sewage_info_v2,outlet_total_lat,"numeric(12,6)",yes,污水总排放口纬度
public,rs_sewage_info_v2,design_scale,"numeric(12,2)",yes,设计规模(t/d)
public,rs_sewage_info_v2,actual_assess_scale,"numeric(12,2)",yes,实际考核规模(t/d)
public,rs_sewage_info_v2,load_rate,"numeric(6,2)",yes,负荷率(%)
public,rs_sewage_info_v2,influent_flow,"numeric(12,2)",yes,进水流量(m3/d)
public,rs_sewage_info_v2,influent_cod,"numeric(12,4)",yes,进水COD(mg/L)
public,rs_sewage_info_v2,influent_ph,"numeric(6,2)",yes,进水pH
public,rs_sewage_info_v2,influent_ammonia,"numeric(12,4)",yes,进水氨氮(mg/L)
public,rs_sewage_info_v2,influent_tp,"numeric(12,4)",yes,进水总磷(mg/L)
public,rs_sewage_info_v2,influent_tn,"numeric(12,4)",yes,进水总氮(mg/L)
public,rs_sewage_info_v2,effluent_flow,"numeric(12,2)",yes,出水流量(m3/d)
public,rs_sewage_info_v2,effluent_cod,"numeric(12,4)",yes,出水COD(mg/L)
public,rs_sewage_info_v2,effluent_ph,"numeric(6,2)",yes,出水pH
public,rs_sewage_info_v2,effluent_ammonia,"numeric(12,4)",yes,出水氨氮(mg/L)
public,rs_sewage_info_v2,effluent_tp,"numeric(12,4)",yes,出水总磷(mg/L)
public,rs_sewage_info_v2,effluent_tn,"numeric(12,4)",yes,出水总氮(mg/L)
public,rs_sewage_info_v2,cod_daily_reduction,"numeric(12,4)",yes,COD日削减量(t/d)
public,rs_sewage_info_v2,cod_annual_reduction,"numeric(12,4)",yes,COD年削减量(t/a)
public,rs_sewage_info_v2,pipe_total_length,"numeric(12,2)",yes,园区管网总长(km)
public,rs_sewage_info_v2,well_count,integer,yes,管井数量(个)
public,rs_sewage_info_v2,pump_station_count,integer,yes,提升泵站数量(个)
public,rs_sewage_info_v2,enterprise_total,integer,yes,园区企业总数(家)
public,rs_sewage_info_v2,connected_enterprise,integer,yes,已接入企业数(家)
public,rs_sewage_info_v2,connection_rate,"numeric(6,2)",yes,接入率(%)
public,rs_sewage_info_v2,enterprise_drainage,"numeric(12,2)",yes,企业排水总量(m3/d)
public,rs_sewage_info_v2,key_pollution_enterprise,integer,yes,重点排污企业数(家)
public,rs_sewage_info_v2,online_monitor_enterprise,integer,yes,在线监测企业数(家)
public,rs_sewage_info_v2,monitor_coverage_rate,"numeric(6,2)",yes,监测覆盖率(%)
public,rs_sewage_info_v2,monthly_fee_total,"numeric(12,2)",yes,月污水处理费总额(元)
public,rs_sewage_info_v2,should_collect_enterprise,integer,yes,应征企业数(家)
public,rs_sewage_info_v2,actual_collect_enterprise,integer,yes,实征企业数(家)
public,rs_sewage_info_v2,collection_rate,"numeric(6,2)",yes,征收率(%)
public,rs_sewage_info_v2,operation_unit,character varying(200),yes,运营单位
public,rs_sewage_info_v2,plan_total_invest,"numeric(14,2)",yes,计划总投资(万元)
public,rs_sewage_info_v2,plan_station_invest,"numeric(14,2)",yes,计划厂站投资(万元)
public,rs_sewage_info_v2,plan_pipe_invest,"numeric(14,2)",yes,计划管网投资(万元)
public,rs_sewage_info_v2,done_total_invest,"numeric(14,2)",yes,已完成总投资(万元)
public,rs_sewage_info_v2,done_station_invest,"numeric(14,2)",yes,已完成厂站投资(万元)
public,rs_sewage_info_v2,done_pipe_invest,"numeric(14,2)",yes,已完成管网投资(万元)
public,rs_sewage_info_v2,total_invest_rate,"numeric(6,2)",yes,总投资完成率(%)
public,rs_sewage_info_v2,built_pipe_length,"numeric(12,2)",yes,已建管网长度(km)
public,rs_sewage_info_v2,collection_rate_efficiency,"numeric(6,2)",yes,污水收集率(%)
public,rs_sewage_info_v2,treatment_rate,"numeric(6,2)",yes,污水处理率(%)
public,rs_sewage_info_v2,compliance_rate,"numeric(6,2)",yes,达标排放率(%)
public,rs_sewage_info_v2,operation_load_rate,"numeric(6,2)",yes,运行负荷率(%)
public,rs_sewage_info_v2,center_lng,"numeric(12,6)",yes,企业中心经度
public,rs_sewage_info_v2,center_lat,"numeric(12,6)",yes,企业中心纬度
public,rs_sewage_info_v2,total_outlet_lng,"numeric(12,6)",yes,污水处理设施总排口经度
public,rs_sewage_info_v2,total_outlet_lat,"numeric(12,6)",yes,污水处理设施总排口纬度
public,rs_sewage_info_v2,tail_water_destination,character varying(200),yes,尾水排放去向
public,rs_sewage_info_v2,outlet_photo,character varying(500),yes,排口照片
public,rs_sewage_info_v2,create_by,bigint,yes,创建人
public,rs_sewage_info_v2,create_time,timestamp without time zone,yes,创建时间
public,rs_sewage_info_v2,update_by,bigint,yes,修改人
public,rs_sewage_info_v2,update_time,timestamp without time zone,yes,修改时间
public,rs_sewage_info_v2,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_sewage_info_yc,id,bigint,yes,主键id
public,rs_sewage_info_yc,name,character varying(255),yes,企业名称
public,rs_sewage_info_yc,monitor_name,character varying(255),yes,检测点名称
public,rs_sewage_info_yc,region_code,character varying(32),yes,行政区编码
public,rs_sewage_info_yc,region_name,character varying(32),yes,行政区名称
public,rs_sewage_info_yc,emission_type,character(1),yes,排放类型：0-废水
public,rs_sewage_info_yc,supervision_level,character(1),yes,监管级别：0-一般、1-重点
public,rs_sewage_info_yc,outlet_location,character varying(32),yes,排污口位置
public,rs_sewage_info_yc,lon,double precision,yes,经度
public,rs_sewage_info_yc,lat,double precision,yes,纬度
public,rs_sewage_info_yc,create_by,bigint,yes,创建人
public,rs_sewage_info_yc,create_time,timestamp without time zone,yes,创建时间
public,rs_sewage_info_yc,update_by,bigint,yes,更新人
public,rs_sewage_info_yc,update_time,timestamp without time zone,yes,更新时间
public,rs_sewage_info_yc,del_flag,character(1),yes,删除标记
public,rs_sewage_info_yc,town_flag,boolean,yes,是否城镇污水处理厂
public,rs_sewage_info_yc,industrial_flag,boolean,yes,是否工业污水处理厂
public,rs_sewage_park_info,id,bigint,yes,主键id
public,rs_sewage_park_info,region_code,character varying(32),yes,行政区编码
public,rs_sewage_park_info,region_name,character varying(32),yes,行政区名称
public,rs_sewage_park_info,sewage_name,character varying(200),yes,污水处理厂名称
public,rs_sewage_park_info,sewage_id,bigint,yes,污水厂ID
public,rs_sewage_park_info,throughput,double precision,yes,处理能力（万吨/日）
public,rs_sewage_park_info,park_id,bigint,yes,配套园区ID
public,rs_sewage_park_info,park_name,character varying(200),yes,配套园区名称
public,rs_sewage_park_info,lon,double precision,yes,经度
public,rs_sewage_park_info,lat,double precision,yes,纬度
public,rs_sewage_park_info,geom,"geometry(Point,4326)",yes,图形信息
public,rs_sewage_park_info,remark,character varying(500),yes,备注
public,rs_sewage_park_info,create_by,bigint,yes,创建人
public,rs_sewage_park_info,create_time,timestamp without time zone,yes,创建时间
public,rs_sewage_park_info,update_by,bigint,yes,修改人
public,rs_sewage_park_info,update_time,timestamp without time zone,yes,修改时间
public,rs_sewage_park_info,del_flag,character varying(1),yes,删除标志：0-正常，1-已删除
public,rs_sewage_park_info,sewage_type,smallint,yes,污水处理厂类型：0-工业、1-生活
public,rs_warn_records,id,bigint,yes,主键id
public,rs_warn_records,station_id,bigint,yes,站点id，warn_type为0时
public,rs_warn_records,pollutant_id,bigint,yes,污染源id，warn_type为3时
public,rs_warn_records,key_point_id,bigint,yes,"关键点id, warn_type为6时"
public,rs_warn_records,warn_indicator,character varying(100),yes,预警指标
public,rs_warn_records,warn_type,character(1),yes,预警类型：0 水质预警、1 水文预警、2 气象预警、3 污染源预警、4 网络异常、5 仪器异常
public,rs_warn_records,warn_value,double precision,yes,预警值
public,rs_warn_records,standard_value,double precision,yes,标准值
public,rs_warn_records,unit,character varying(32),yes,单位
public,rs_warn_records,water_quality_level,character varying(4),yes,水质监测指标等级
public,rs_warn_records,warn_level,character(1),yes,告警等级：0 一般、1 严重、2 重度
public,rs_warn_records,warn_content,character varying(255),yes,预警内容
public,rs_warn_records,warn_time,timestamp without time zone,yes,预警时间
public,rs_warn_records,publish_status,character(1),yes,是否发布：0 未发布、1 已发布
public,rs_warn_records,publish_time,timestamp without time zone,yes,发布时间
public,rs_warn_records,check_status,character(1),yes,是否审核：0 未审核、1 已审核
public,rs_warn_records,check_time,timestamp without time zone,yes,审核时间
public,rs_warn_records,manual_auto,character(1),yes,0 手动处理、1 自动处理
public,rs_warn_records,release_status,character(1),yes,是否解除：0 未解除、1 已解除
public,rs_warn_records,release_time,timestamp without time zone,yes,解除时间
public,rs_warn_records,create_by,bigint,yes,创建人
public,rs_warn_records,create_time,timestamp without time zone,yes,创建时间
public,rs_warn_records,update_by,bigint,yes,更新人
public,rs_warn_records,update_time,timestamp without time zone,yes,更新时间
public,rs_warn_records,del_flag,character(1),yes,删除标记：0 未删除、1 已删除
public,rs_wastewater_day_records,id,bigint,yes,主键ID
public,rs_wastewater_day_records,timestamp,timestamp without time zone,yes,统计日期（当日00:00:00）
public,rs_wastewater_day_records,type,character varying(10),yes,类型：PS-排水口，PQ-排气口
public,rs_wastewater_day_records,pollutant_id,bigint,yes,排污口/排气口ID（关联\r                                                                                                                                                               +
,,,,yes,rs_pollutant_info.id）
public,rs_wastewater_day_records,status,character varying(10),yes,当日综合状态：nobeyond-正常，below-偏低\r                                                                                                                                             +
,,,,yes,，beyond-超标
public,rs_wastewater_day_records,record_type,character varying(10),yes,记录类型：0-正常统计，1-补录
public,rs_wastewater_day_records,ll,double precision,yes,日流量（各小时流量的平均值）
public,rs_wastewater_day_records,ll_count,integer,yes,日流量有效数据计数（参与平均的小时数）
public,rs_wastewater_day_records,pfl,double precision,yes,日排流量（各小时排流量的累加值）
public,rs_wastewater_day_records,pfl_count,integer,yes,日排流量有效数据计数（参与累加的小时数）
public,rs_wastewater_day_records,m1_value,double precision,yes,【PS】化学需氧量(COD)日平均值 / 【PQ】烟尘日\r                                                                                                                                        +
,,,,yes,平均值
public,rs_wastewater_day_records,m1_count,integer,yes,m1 当日有效数据计数
public,rs_wastewater_day_records,m2_value,double precision,yes,【PS】总氮(TN)日平均值 / 【PQ】二氧化硫日平均\r                                                                                                                                       +
,,,,yes,值
public,rs_wastewater_day_records,m2_count,integer,yes,m2 当日有效数据计数
public,rs_wastewater_day_records,m3_value,double precision,yes,【PS】pH日平均值 / 【PQ】氮氧化物日平均值
public,rs_wastewater_day_records,m3_count,integer,yes,m3 当日有效数据计数
public,rs_wastewater_day_records,m4_value,double precision,yes,【PS】氨氮日平均值 / 【PQ】一氧化氮日平均值
public,rs_wastewater_day_records,m4_count,integer,yes,m4 当日有效数据计数
public,rs_wastewater_day_records,m5_value,double precision,yes,【PS】水温日平均值 / 【PQ】二氧化氮日平均值
public,rs_wastewater_day_records,m5_count,integer,yes,m5 当日有效数据计数
public,rs_wastewater_day_records,m6_value,double precision,yes,【PS】总磷日平均值 / 【PQ】一氧化碳日平均值
public,rs_wastewater_day_records,m6_count,integer,yes,m6 当日有效数据计数
public,rs_wastewater_day_records,m7_value,double precision,yes,【PS】悬浮物日平均值 / 【PQ】氯化氢日平均值
public,rs_wastewater_day_records,m7_count,integer,yes,m7 当日有效数据计数
public,rs_wastewater_day_records,m8_value,double precision,yes,【PS】余氯日平均值 / 【PQ】非甲烷总烃日平均值\r                                                                                                                                       +
,,,,no,
public,rs_wastewater_day_records,m8_count,integer,yes,m8 当日有效数据计数
public,rs_wastewater_day_records,m9_value,double precision,yes,【PS】六价铬日平均值 / 【PQ】苯日平均值
public,rs_wastewater_day_records,m9_count,integer,yes,m9 当日有效数据计数
public,rs_wastewater_day_records,m10_value,double precision,yes,【PS】石油类日平均值 / 【PQ】甲苯日平均值
public,rs_wastewater_day_records,m10_count,integer,yes,m10 当日有效数据计数
public,rs_wastewater_day_records,m11_value,double precision,yes,【PS】氟化物日平均值 / 【PQ】二甲苯日平均值\r                                                                                                                                         +
,,,,no,
public,rs_wastewater_day_records,m11_count,integer,yes,m11 当日有效数据计数
public,rs_wastewater_day_records,m12_value,double precision,yes,【PS】总铬日平均值 / 【PQ】碳氢化合物日平均\r                                                                                                                                         +
,,,,yes,值
public,rs_wastewater_day_records,m12_count,integer,yes,m12 当日有效数据计数
public,rs_wastewater_day_records,m13_value,double precision,yes,【PS】氰化物日平均值 / 【PQ】甲烷日平均值
public,rs_wastewater_day_records,m13_count,integer,yes,m13 当日有效数据计数
public,rs_wastewater_day_records,m14_value,double precision,yes,【PS】总锰日平均值 / 【PQ】氟化氢日平均值
public,rs_wastewater_day_records,m14_count,integer,yes,m14 当日有效数据计数
public,rs_wastewater_day_records,m15_value,double precision,yes,【PS】总银日平均值 / 【PQ】二氧化碳日平均值\r                                                                                                                                         +
,,,,no,
public,rs_wastewater_day_records,m15_count,integer,yes,m15 当日有效数据计数
public,rs_wastewater_day_records,m16_value,double precision,yes,"【PS】总铜日平均值 / 【PQ】1,3-二甲基苯日平\r                                                                                                                                         +"
,,,,yes,均值
public,rs_wastewater_day_records,m16_count,integer,yes,m16 当日有效数据计数
public,rs_wastewater_day_records,m17_value,double precision,yes,【PS】总镍日平均值 / 【PQ】乙烯基苯(苯乙烯)\r                                                                                                                                         +
,,,,yes,日平均值
public,rs_wastewater_day_records,m17_count,integer,yes,m17 当日有效数据计数
public,rs_wastewater_day_records,m18_value,double precision,yes,【PS】总镉日平均值 / 【PQ】乙苯日平均值
public,rs_wastewater_day_records,m18_count,integer,yes,m18 当日有效数据计数
public,rs_wastewater_day_records,m19_value,double precision,yes,"【PS】总砷日平均值 / 【PQ】1,2-二甲基苯日平\r                                                                                                                                         +"
,,,,yes,均值
public,rs_wastewater_day_records,m19_count,integer,yes,m19 当日有效数据计数
public,rs_wastewater_day_records,m20_value,double precision,yes,【PS】总铅日平均值 / 【PQ】氨(NH3)日平均值
public,rs_wastewater_day_records,m20_count,integer,yes,m20 当日有效数据计数
public,rs_wastewater_day_records,m21_value,double precision,yes,【PS】浊度日平均值（仅排水口）
public,rs_wastewater_day_records,m21_count,integer,yes,m21 当日有效数据计数（仅排水口）
public,rs_wastewater_day_records,m22_value,double precision,yes,【PS】总锌日平均值（仅排水口）
public,rs_wastewater_day_records,m22_count,integer,yes,m22 当日有效数据计数（仅排水口）
public,rs_wastewater_day_records,create_by,bigint,yes,创建人ID
public,rs_wastewater_day_records,create_time,timestamp without time zone,yes,创建时间
public,rs_wastewater_day_records,update_by,bigint,yes,更新人ID
public,rs_wastewater_day_records,update_time,timestamp without time zone,yes,更新时间
public,rs_wastewater_day_records,del_flag,character varying(10),yes,删除标记：0-正常，1-删除
public,rs_wastewater_hour_records,id,bigint,yes,主键id
public,rs_wastewater_hour_records,timestamp,timestamp without time zone,yes,数据时间
public,rs_wastewater_hour_records,type,character varying(10),yes,类型：PS-排水口、PQ-排气口
public,rs_wastewater_hour_records,pollutant_id,bigint,yes,污染源id
public,rs_wastewater_hour_records,status,character varying(10),yes,监测结果：0正常、1偏高、2偏低
public,rs_wastewater_hour_records,record_type,character varying(10),yes,记录类型：0自动、1手工
public,rs_wastewater_hour_records,ll,double precision,yes,流量
public,rs_wastewater_hour_records,pfl,double precision,yes,排放量
public,rs_wastewater_hour_records,m1_value,double precision,yes,m1_value
public,rs_wastewater_hour_records,m1_status,character varying(10),yes,m1_status
public,rs_wastewater_hour_records,m2_value,double precision,yes,m2_value
public,rs_wastewater_hour_records,m2_status,character varying(10),yes,m2_status
public,rs_wastewater_hour_records,m3_value,double precision,yes,m3_value
public,rs_wastewater_hour_records,m3_status,character varying(10),yes,m3_status
public,rs_wastewater_hour_records,m4_value,double precision,yes,m4_value
public,rs_wastewater_hour_records,m4_status,character varying(10),yes,m4_status
public,rs_wastewater_hour_records,m5_value,double precision,yes,m5_value
public,rs_wastewater_hour_records,m5_status,character varying(10),yes,m5_status
public,rs_wastewater_hour_records,m6_value,double precision,yes,m6_value
public,rs_wastewater_hour_records,m6_status,character varying(10),yes,m6_status
public,rs_wastewater_hour_records,m7_value,double precision,yes,m7_value
public,rs_wastewater_hour_records,m7_status,character varying(10),yes,m7_status
public,rs_wastewater_hour_records,m8_value,double precision,yes,m8_value
public,rs_wastewater_hour_records,m8_status,character varying(10),yes,m8_status
public,rs_wastewater_hour_records,m9_value,double precision,yes,m9_value
public,rs_wastewater_hour_records,m9_status,character varying(10),yes,m9_status
public,rs_wastewater_hour_records,m10_value,double precision,yes,m10_value
public,rs_wastewater_hour_records,m10_status,character varying(10),yes,m10_status
