list_name,table_name,column_name,source_comment,list_comment,match_status,issue
candidate_whitelist,rs_wastewater_day_records,m21_value,【PS】浊度日平均值（仅排水口）,【PS】浊度日平均值（仅排水口）,match,
candidate_whitelist,rs_wastewater_day_records,m21_count,m21 当日有效数据计数（仅排水口）,m21 当日有效数据计数（仅排水口）,match,
candidate_whitelist,rs_wastewater_day_records,m22_value,【PS】总锌日平均值（仅排水口）,【PS】总锌日平均值（仅排水口）,match,
candidate_whitelist,rs_wastewater_day_records,m22_count,m22 当日有效数据计数（仅排水口）,m22 当日有效数据计数（仅排水口）,match,
candidate_whitelist,rs_wastewater_day_records,create_by,创建人ID,创建人ID,match,
candidate_whitelist,rs_wastewater_day_records,create_time,创建时间,创建时间,match,
candidate_whitelist,rs_wastewater_day_records,update_by,更新人ID,更新人ID,match,
candidate_whitelist,rs_wastewater_day_records,update_time,更新时间,更新时间,match,
candidate_whitelist,rs_wastewater_day_records,del_flag,删除标记：0-正常，1-删除,删除标记：0-正常，1-删除,match,
candidate_whitelist,rs_wastewater_hour_records,id,主键id,主键id,match,
candidate_whitelist,rs_wastewater_hour_records,timestamp,数据时间,数据时间,match,
candidate_whitelist,rs_wastewater_hour_records,type,类型：PS-排水口、PQ-排气口,类型：PS-排水口、PQ-排气口,match,
candidate_whitelist,rs_wastewater_hour_records,pollutant_id,污染源id,污染源id,match,
candidate_whitelist,rs_wastewater_hour_records,status,监测结果：0正常、1偏高、2偏低,监测结果：0正常、1偏高、2偏低,match,
candidate_whitelist,rs_wastewater_hour_records,record_type,记录类型：0自动、1手工,记录类型：0自动、1手工,match,
candidate_whitelist,rs_wastewater_hour_records,ll,流量,流量,match,
candidate_whitelist,rs_wastewater_hour_records,pfl,排放量,排放量,match,
candidate_whitelist,rs_wastewater_hour_records,m1_value,m1_value,m1_value,match,
candidate_whitelist,rs_wastewater_hour_records,m1_status,m1_status,m1_status,match,
candidate_whitelist,rs_wastewater_hour_records,m2_value,m2_value,m2_value,match,
candidate_whitelist,rs_wastewater_hour_records,m2_status,m2_status,m2_status,match,
candidate_whitelist,rs_wastewater_hour_records,m3_value,m3_value,m3_value,match,
candidate_whitelist,rs_wastewater_hour_records,m3_status,m3_status,m3_status,match,
candidate_whitelist,rs_wastewater_hour_records,m4_value,m4_value,m4_value,match,
candidate_whitelist,rs_wastewater_hour_records,m4_status,m4_status,m4_status,match,
candidate_whitelist,rs_wastewater_hour_records,m5_value,m5_value,m5_value,match,
candidate_whitelist,rs_wastewater_hour_records,m5_status,m5_status,m5_status,match,
candidate_whitelist,rs_wastewater_hour_records,m6_value,m6_value,m6_value,match,
candidate_whitelist,rs_wastewater_hour_records,m6_status,m6_status,m6_status,match,
candidate_whitelist,rs_wastewater_hour_records,m7_value,m7_value,m7_value,match,
candidate_whitelist,rs_wastewater_hour_records,m7_status,m7_status,m7_status,match,
candidate_whitelist,rs_wastewater_hour_records,m8_value,m8_value,m8_value,match,
candidate_whitelist,rs_wastewater_hour_records,m8_status,m8_status,m8_status,match,
candidate_whitelist,rs_wastewater_hour_records,m9_value,m9_value,m9_value,match,
candidate_whitelist,rs_wastewater_hour_records,m9_status,m9_status,m9_status,match,
candidate_whitelist,rs_wastewater_hour_records,m10_value,m10_value,m10_value,match,
candidate_whitelist,rs_wastewater_hour_records,m10_status,m10_status,m10_status,match,
candidate_whitelist,rs_wastewater_hour_records,m11_value,m11_value,m11_value,match,
candidate_whitelist,rs_wastewater_hour_records,m11_status,m11_status,m11_status,match,
candidate_whitelist,rs_wastewater_hour_records,m12_value,m12_value,m12_value,match,
candidate_whitelist,rs_wastewater_hour_records,m12_status,m12_status,m12_status,match,
candidate_whitelist,rs_wastewater_hour_records,m13_value,m13_value,m13_value,match,
candidate_whitelist,rs_wastewater_hour_records,m13_status,m13_status,m13_status,match,
candidate_whitelist,rs_wastewater_hour_records,m14_value,m14_value,m14_value,match,
candidate_whitelist,rs_wastewater_hour_records,m14_status,m14_status,m14_status,match,
candidate_whitelist,rs_wastewater_hour_records,m15_value,m15_value,m15_value,match,
candidate_whitelist,rs_wastewater_hour_records,m15_status,m15_status,m15_status,match,
candidate_whitelist,rs_wastewater_hour_records,m16_value,m16_value,m16_value,match,
candidate_whitelist,rs_wastewater_hour_records,m16_status,m16_status,m16_status,match,
candidate_whitelist,rs_wastewater_hour_records,m17_value,m17_value,m17_value,match,
candidate_whitelist,rs_wastewater_hour_records,m17_status,m17_status,m17_status,match,
candidate_whitelist,rs_wastewater_hour_records,m18_value,m18_value,m18_value,match,
candidate_whitelist,rs_wastewater_hour_records,m18_status,m18_status,m18_status,match,
candidate_whitelist,rs_wastewater_hour_records,m19_value,m19_value,m19_value,match,
candidate_whitelist,rs_wastewater_hour_records,m19_status,m19_status,m19_status,match,
candidate_whitelist,rs_wastewater_hour_records,m20_value,m20_value,m20_value,match,
candidate_whitelist,rs_wastewater_hour_records,m20_status,m20_status,m20_status,match,
candidate_whitelist,rs_wastewater_hour_records,m21_value,m21_value,m21_value,match,
candidate_whitelist,rs_wastewater_hour_records,m21_status,m21_status,m21_status,match,
candidate_whitelist,rs_wastewater_hour_records,m22_value,m22_value,m22_value,match,
candidate_whitelist,rs_wastewater_hour_records,m22_status,m22_status,m22_status,match,
candidate_whitelist,rs_wastewater_hour_records,create_by,创建人,创建人,match,
candidate_whitelist,rs_wastewater_hour_records,create_time,创建时间,创建时间,match,
candidate_whitelist,rs_wastewater_hour_records,update_by,更新人,更新人,match,
candidate_whitelist,rs_wastewater_hour_records,update_time,更新时间,更新时间,match,
candidate_whitelist,rs_wastewater_hour_records,del_flag,删除标记：0未删除、1已删除,删除标记：0未删除、1已删除,match,
candidate_whitelist,rs_wastewater_month_records,id,主键ID,主键ID,match,
candidate_whitelist,rs_wastewater_month_records,timestamp,统计月份起始时间（当月第一天00:00:00）,统计月份起始时间（当月第一天00:00:00）,match,
candidate_whitelist,rs_wastewater_month_records,type,类型：PS-排水口，PQ-排气口,类型：PS-排水口，PQ-排气口,match,
candidate_whitelist,rs_wastewater_month_records,pollutant_id,"排污口/排气口ID（关联
 rs_pollutant_info.id）","排污口/排气口ID（关联
 rs_pollutant_info.id）",match,
candidate_whitelist,rs_wastewater_month_records,status,"当月综合状态：nobeyond-正常，below-偏低
 ，beyond-超标","当月综合状态：nobeyond-正常，below-偏低
 ，beyond-超标",match,
candidate_whitelist,rs_wastewater_month_records,record_type,记录类型：0-正常统计，1-补录,记录类型：0-正常统计，1-补录,match,
candidate_whitelist,rs_wastewater_month_records,monitor_year,监测年份,监测年份,match,
candidate_whitelist,rs_wastewater_month_records,monitor_month,监测月份,监测月份,match,
candidate_whitelist,rs_wastewater_month_records,remark,备注,备注,match,
candidate_whitelist,rs_wastewater_month_records,ll,月流量（各日流量的平均值）,月流量（各日流量的平均值）,match,
candidate_whitelist,rs_wastewater_month_records,ll_count,月流量有效数据计数（参与平均的天数）,月流量有效数据计数（参与平均的天数）,match,
candidate_whitelist,rs_wastewater_month_records,pfl,月排流量（各日排流量的累加值）,月排流量（各日排流量的累加值）,match,
candidate_whitelist,rs_wastewater_month_records,pfl_count,月排流量有效数据计数（参与累加的天数）,月排流量有效数据计数（参与累加的天数）,match,
candidate_whitelist,rs_wastewater_month_records,m1_value,"【PS】化学需氧量(COD)月平均值 / 【PQ】烟尘
 月平均值","【PS】化学需氧量(COD)月平均值 / 【PQ】烟尘
 月平均值",match,
candidate_whitelist,rs_wastewater_month_records,m1_count,m1 当月有效数据计数,m1 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m2_value,"【PS】总氮(TN)月平均值 / 【PQ】二氧化硫月平
 均值","【PS】总氮(TN)月平均值 / 【PQ】二氧化硫月平
 均值",match,
candidate_whitelist,rs_wastewater_month_records,m2_count,m2 当月有效数据计数,m2 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m3_value,【PS】pH月平均值 / 【PQ】氮氧化物月平均值,【PS】pH月平均值 / 【PQ】氮氧化物月平均值,match,
candidate_whitelist,rs_wastewater_month_records,m3_count,m3 当月有效数据计数,m3 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m4_value,"【PS】氨氮月平均值 / 【PQ】一氧化氮月平均值
 ","【PS】氨氮月平均值 / 【PQ】一氧化氮月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m4_count,m4 当月有效数据计数,m4 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m5_value,"【PS】水温月平均值 / 【PQ】二氧化氮月平均值
 ","【PS】水温月平均值 / 【PQ】二氧化氮月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m5_count,m5 当月有效数据计数,m5 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m6_value,"【PS】总磷月平均值 / 【PQ】一氧化碳月平均值
 ","【PS】总磷月平均值 / 【PQ】一氧化碳月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m6_count,m6 当月有效数据计数,m6 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m7_value,"【PS】悬浮物月平均值 / 【PQ】氯化氢月平均值
 ","【PS】悬浮物月平均值 / 【PQ】氯化氢月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m7_count,m7 当月有效数据计数,m7 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m8_value,"【PS】余氯月平均值 / 【PQ】非甲烷总烃月平均
 值","【PS】余氯月平均值 / 【PQ】非甲烷总烃月平均
 值",match,
candidate_whitelist,rs_wastewater_month_records,m8_count,m8 当月有效数据计数,m8 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m9_value,【PS】六价铬月平均值 / 【PQ】苯月平均值,【PS】六价铬月平均值 / 【PQ】苯月平均值,match,
candidate_whitelist,rs_wastewater_month_records,m9_count,m9 当月有效数据计数,m9 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m10_value,"【PS】石油类月平均值 / 【PQ】甲苯月平均值
 ","【PS】石油类月平均值 / 【PQ】甲苯月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m10_count,m10 当月有效数据计数,m10 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m11_value,"【PS】氟化物月平均值 / 【PQ】二甲苯月平均
 值","【PS】氟化物月平均值 / 【PQ】二甲苯月平均
 值",match,
candidate_whitelist,rs_wastewater_month_records,m11_count,m11 当月有效数据计数,m11 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m12_value,"【PS】总铬月平均值 / 【PQ】碳氢化合物月平
 均值","【PS】总铬月平均值 / 【PQ】碳氢化合物月平
 均值",match,
candidate_whitelist,rs_wastewater_month_records,m12_count,m12 当月有效数据计数,m12 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m13_value,"【PS】氰化物月平均值 / 【PQ】甲烷月平均值
 ","【PS】氰化物月平均值 / 【PQ】甲烷月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m13_count,m13 当月有效数据计数,m13 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m14_value,"【PS】总锰月平均值 / 【PQ】氟化氢月平均值
 ","【PS】总锰月平均值 / 【PQ】氟化氢月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m14_count,m14 当月有效数据计数,m14 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m15_value,"【PS】总银月平均值 / 【PQ】二氧化碳月平均
 值","【PS】总银月平均值 / 【PQ】二氧化碳月平均
 值",match,
candidate_whitelist,rs_wastewater_month_records,m15_count,m15 当月有效数据计数,m15 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m16_value,"【PS】总铜月平均值 / 【PQ】1,3-二甲基苯月
 平均值","【PS】总铜月平均值 / 【PQ】1,3-二甲基苯月
 平均值",match,
candidate_whitelist,rs_wastewater_month_records,m16_count,m16 当月有效数据计数,m16 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m17_value,"【PS】总镍月平均值 / 【PQ】乙烯基苯(苯乙烯
 )月平均值","【PS】总镍月平均值 / 【PQ】乙烯基苯(苯乙烯
 )月平均值",match,
candidate_whitelist,rs_wastewater_month_records,m17_count,m17 当月有效数据计数,m17 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m18_value,【PS】总镉月平均值 / 【PQ】乙苯月平均值,【PS】总镉月平均值 / 【PQ】乙苯月平均值,match,
candidate_whitelist,rs_wastewater_month_records,m18_count,m18 当月有效数据计数,m18 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m19_value,"【PS】总砷月平均值 / 【PQ】1,2-二甲基苯月
 平均值","【PS】总砷月平均值 / 【PQ】1,2-二甲基苯月
 平均值",match,
candidate_whitelist,rs_wastewater_month_records,m19_count,m19 当月有效数据计数,m19 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m20_value,"【PS】总铅月平均值 / 【PQ】氨(NH3)月平均值
 ","【PS】总铅月平均值 / 【PQ】氨(NH3)月平均值
 ",match,
candidate_whitelist,rs_wastewater_month_records,m20_count,m20 当月有效数据计数,m20 当月有效数据计数,match,
candidate_whitelist,rs_wastewater_month_records,m21_value,【PS】浊度月平均值（仅排水口）,【PS】浊度月平均值（仅排水口）,match,
candidate_whitelist,rs_wastewater_month_records,m21_count,m21 当月有效数据计数（仅排水口）,m21 当月有效数据计数（仅排水口）,match,
candidate_whitelist,rs_wastewater_month_records,m22_value,【PS】总锌月平均值（仅排水口）,【PS】总锌月平均值（仅排水口）,match,
candidate_whitelist,rs_wastewater_month_records,m22_count,m22 当月有效数据计数（仅排水口）,m22 当月有效数据计数（仅排水口）,match,
candidate_whitelist,rs_wastewater_month_records,create_by,创建人ID,创建人ID,match,
candidate_whitelist,rs_wastewater_month_records,create_time,创建时间,创建时间,match,
candidate_whitelist,rs_wastewater_month_records,update_by,更新人ID,更新人ID,match,
candidate_whitelist,rs_wastewater_month_records,update_time,更新时间,更新时间,match,
candidate_whitelist,rs_wastewater_month_records,del_flag,删除标记：0-正常，1-删除,删除标记：0-正常，1-删除,match,
candidate_whitelist,rs_wastewater_standard,id,主键id,主键id,match,
candidate_whitelist,rs_wastewater_standard,indicator_name,指标名称,指标名称,match,
candidate_whitelist,rs_wastewater_standard,apply_type,适用类型：0 污水处理厂、1 其他,适用类型：0 污水处理厂、1 其他,match,
candidate_whitelist,rs_wastewater_standard,l1_value,最低标准,最低标准,match,
candidate_whitelist,rs_wastewater_standard,l2_value,小时标准,小时标准,match,
candidate_whitelist,rs_wastewater_standard,l3_value,日标准,日标准,match,
candidate_whitelist,rs_wastewater_standard,max_value,最高允许排放浓度,最高允许排放浓度,match,
candidate_whitelist,rs_wastewater_standard,create_by,创建人,创建人,match,
candidate_whitelist,rs_wastewater_standard,create_time,创建时间,创建时间,match,
candidate_whitelist,rs_wastewater_standard,update_by,更新人,更新人,match,
candidate_whitelist,rs_wastewater_standard,update_time,更新时间,更新时间,match,
candidate_whitelist,rs_wastewater_standard,del_flag,删除标记：0 未删除、1 已删除,删除标记：0 未删除、1 已删除,match,
candidate_whitelist,rs_wastewater_standard,jcdbh,监测点编号,监测点编号,match,
candidate_whitelist,rs_wastewater_standard,indicator_code,指标编码,指标编码,match,
candidate_whitelist,rs_wastewater_standard,type,排放口类型：PS 排水口、PQ 排气口,排放口类型：PS 排水口、PQ 排气口,match,
candidate_whitelist,se_watershed,region_code,所属区域Code,所属区域Code,match,
candidate_whitelist,se_watershed,total_population,总人口,总人口,match,
candidate_whitelist,se_watershed,total_product_value,地区生产总值,地区生产总值,match,
candidate_whitelist,se_watershed,total_river_area,水面面积：k㎡,水面面积：k㎡,match,
candidate_whitelist,se_watershed,total_watershed_area,流域面积：k㎡,流域面积：k㎡,match,
candidate_whitelist,se_watershed,water_depth_avg,年平均水深：m,年平均水深：m,match,
candidate_whitelist,se_watershed,runoff_value,径流量：亿m³,径流量：亿m³,match,
candidate_whitelist,se_watershed,statistic_year,统计年份,统计年份,match,
candidate_whitelist,se_watershed,update_by,创建人,创建人,match,
candidate_whitelist,se_watershed,update_time,创建时间,创建时间,match,
candidate_whitelist,se_watershed,del_flag,删除标记：0 未删除、1 已删除,删除标记：0 未删除、1 已删除,match,
candidate_whitelist,se_watershed,name,流域名称,流域名称,match,
candidate_whitelist,se_watershed,mark,备注,备注,match,
candidate_whitelist,se_watershed_river,id,主键id,主键id,match,
candidate_whitelist,se_watershed_river,serial_no,序号,序号,match,
candidate_whitelist,se_watershed_river,river_name,河流名称,河流名称,match,
candidate_whitelist,se_watershed_river,river_alias,河流别称,河流别称,match,
candidate_whitelist,se_watershed_river,river_level,河流级别,河流级别,match,
candidate_whitelist,se_watershed_river,parent_river_name,上一级河流名称,上一级河流名称,match,
candidate_whitelist,se_watershed_river,river_length,河流长度(km),河流长度(km),match,
candidate_whitelist,se_watershed_river,hubei_length,湖北长度(km),湖北长度(km),match,
candidate_whitelist,se_watershed_river,yichang_length,宜昌长度(km),宜昌长度(km),match,
candidate_whitelist,se_watershed_river,watershed_area,流域面积(km2),流域面积(km2),match,
candidate_whitelist,se_watershed_river,hubei_area,湖北面积(km2),湖北面积(km2),match,
candidate_whitelist,se_watershed_river,yichang_area,宜昌面积(km2),宜昌面积(km2),match,
candidate_whitelist,se_watershed_river,flow_districts,流经市内行政区,流经市内行政区,match,
candidate_whitelist,se_watershed_river,source_province,源头省,源头省,match,
candidate_whitelist,se_watershed_river,source_county,源头县（市）,源头县（市）,match,
candidate_whitelist,se_watershed_river,source_town,源头乡镇,源头乡镇,match,
candidate_whitelist,se_watershed_river,source_village,源头村,源头村,match,
candidate_whitelist,se_watershed_river,mouth_province,河口省,河口省,match,
candidate_whitelist,se_watershed_river,mouth_county,河口县（市）,河口县（市）,match,
candidate_whitelist,se_watershed_river,mouth_town,河口乡镇,河口乡镇,match,
candidate_whitelist,se_watershed_river,mouth_village,河口村,河口村,match,
candidate_whitelist,se_watershed_river,create_by,创建人,创建人,match,
candidate_whitelist,se_watershed_river,create_time,创建时间,创建时间,match,
candidate_whitelist,se_watershed_river,update_by,更新人,更新人,match,
candidate_whitelist,se_watershed_river,update_time,更新时间,更新时间,match,
candidate_whitelist,se_watershed_river,del_flag,删除标记: 0-未删除、1-已删除,删除标记: 0-未删除、1-已删除,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,b_date,日期,日期,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,operator,船运公司,船运公司,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,burnup,燃耗值,燃耗值,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,declareno,船舶报港号,船舶报港号,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,portname,港口,港口,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,voyname,航线,航线,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,vslname,船号,船号,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,declaretime,报港时间,报港时间,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,levelporttime,离港时间,离港时间,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,companyname,航运企业,航运企业,match,
candidate_whitelist,stg_sjtj_sxhysjzxpt_t_vessel_info_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_clean_company_df,id,id,id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_clean_company_df,anchorage_id,锚地id,锚地id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_clean_company_df,company_id,清洁公司id,清洁公司id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_clean_company_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,id,id,id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,area,省,省,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,address,详细地址,详细地址,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,anchorage_name,锚地名称,锚地名称,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,lon,经度,经度,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,lat,纬度,纬度,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,corp_code,所属管理机构code,所属管理机构code,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,corp_codes,所属管理机构多级关系,所属管理机构多级关系,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,river_area,流域,流域,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,dam,（0坝上，1坝下）,（0坝上，1坝下）,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,id,id,id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,comp_name,清洁公司名称,清洁公司名称,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,comp_code,组织机构代码,组织机构代码,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,legal_person,法人,法人,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,tel,联系电话,联系电话,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,area, 省，市，区, 省，市，区,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,address,详细地址,详细地址,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,business_scope,经营范围:生活垃圾、生活污水、油污水,经营范围:生活垃圾、生活污水、油污水,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,validity_end,经营许可有效期,经营许可有效期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,create_by,创建者,创建者,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,create_date,创建日期,创建日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,update_by,更新人,更新人,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,update_date,更新日期,更新日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,seal_img_url,图片路径,图片路径,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,id,主键,主键,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,on_duty_receive_ship_count,出勤清洁船舶数,出勤清洁船舶数,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,apply_num,申请提交单次,申请提交单次,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,receive_num,接受单次,接受单次,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,transfer_num,转运单次,转运单次,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,process_num,处置单次,处置单次,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,day,日期,日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,coordination_index,协同指数,协同指数,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,id,主键,主键,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,date,日期,日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,kc_shlj,客船生活垃圾重量,客船生活垃圾重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,kc_shws,客船生活污水重量,客船生活污水重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,kc_hyws,客船含油污水重量,客船含油污水重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,kc_fy,客船废油重量,客船废油重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,hc_shlj,货船生活垃圾重量,货船生活垃圾重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,hc_shws,货船生活污水重量,货船生活污水重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,hc_hyws,货船含油污水重量,货船含油污水重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,hc_fy,货船废油重量,货船废油重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,qt_shlj,其他类型船生活垃圾重量,其他类型船生活垃圾重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,qt_shws,其他类型船生活污水重量,其他类型船生活污水重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,qt_hyws,其他类型船含油污水重量,其他类型船含油污水重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,qt_fy,其他类型船废油重量,其他类型船废油重量,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,dt,分区日期,分区日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,id,主键,主键,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,day,日期,日期,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,receive_ship_id,接收船舶id,接收船舶id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,receive_ship_name,接收船舶名称,接收船舶名称,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,company_id,清洁公司id,清洁公司id,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,company_name,清洁公司名称,清洁公司名称,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,ship_select_count,行船选择数,行船选择数,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,qrcode_js_count,扫码接单数,扫码接单数,match,
candidate_whitelist,stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,subscribe_js_count,预约接单数,预约接单数,match,
